MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
238,2023-03-05,Barcelona,Valencia,"marc-andre ter stegen, alejandro balde, andreas christensen, ronald araujo, jules kounde, frenkie de jong, sergio busquets, sergi roberto, ansu fati, ferran torres, raphinha","giorgi mamardashvili, dimitri foulquier, eray comert, cenk okzaçar, jesus vazquez, thierry correia, ilaix moriba, hugo guillamon, andre almeida, samuel lino, hugo duro"
239,2023-03-05,Rayo Vallecano,Athletic,"stole dimitrievski, fran garcia, florian lejeune, abdul mumin, ivan balliu, santi comesaña, oscar valentin, alvaro garcia, oscar trejo, isi palazon, sergio camello","julen agirrezabala, iñigo lekue, dani vivian, iñigo martinez, yuri berchiche, oier zarraga, dani garcia, nico williams, oihan sancet, alex berenguer, gorka guruzeta"
240,2023-03-05,Real Betis,Real Madrid,"claudio bravo, juan miranda, luiz felipe, german pezzella, youssouf sabaly, william carvalho, guido rodriguez, ayoze perez, rodri sanchez, aitor ruibal, borja iglesias","thibaut courtois, lucas vazquez, eder militao, antonio rudiger, eduardo camavinga, federico valverde, aurelien tchouameni, toni kroos, vinicius junior, rodrygo, karim benzema"
241,2023-03-06,Osasuna,Celta,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, jon moncayola, moi gomez, lucas torro, aimar oroz, abde ezzalzouli, ante budimir, chimy avila","ivan villar, hugo mallo, joseph aidoo, unai nuñez, javi galan, carles perez, gabri veiga, fran beltran, luca de la torre, jorgen strand larsen, iago aspas"
242,2023-03-10,Cádiz,Getafe,"conan ledesma, alfonso espino, fali, luis hernandez, iza carcelen, ruben sobrino, ruben alcaraz, gonzalo escalante, theo bongonda, roger marti, sergi guardiola","david soria, djene, domingos duarte, omar alderete, damian suarez, nemanja maksimovic, angel algobia, juan iglesias, borja mayoral, enes unal, munir el haddadi"
243,2023-03-11,Real Madrid,Espanyol,"thibaut courtois, eduardo camavinga, nacho fernandez, eder militao, daniel carvajal, toni kroos, aurelien tchouameni, luka modric, vinicius junior, rodrygo, federico valverde","fernando pacheco, oscar gil, cesar montes, sergi gomez, leandro cabrera, ruben sanchez, vini souza, jose gragera, martin braithwaite, sergi darder, joselu"
244,2023-03-11,Elche,Real Valladolid,"edgar badia, carlos clerc, lisandro magallan, enzo roco, helibelton palacios, jose angel carmona, fidel, omar mascarell, gerard gumbau, randy nteka, lucas boye","sergio asenjo, ivan fresneda, joaquin fernandez, jawad el yamiq, lucas olaza, martin hongla, gonzalo plata, alvaro aguado, ivan sanchez, oscar plano, cyle larin"
245,2023-03-11,Celta,Rayo Vallecano,"ivan villar, javi galan, unai nuñez, joseph aidoo, kevin vazquez, luca de la torre, gabri veiga, fran beltran, carles perez, iago aspas, haris seferovic","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, pathe ciss, santi comesaña, isi palazon, oscar trejo, alvaro garcia, raul de tomas"
246,2023-03-11,Valencia,Osasuna,"giorgi mamardashvili, jose luis gaya, cenk ozkaçar, mouctar diakhaby, dimitri foulquier, andre almeida, hugo guillamon, yunus musah, justin kluivert, hugo duro, samu castillejo","sergio herrera, jon moncayola, aridane hernandez, david garcia, juan cruz, pablo ibañez, lucas torro, moi gomez, chimy avila, kike garcia, abde ezzalzouli"
247,2023-03-12,Mallorca,R. Sociedad,"predrag rajkovic, jaume costa, matija nastasic, antonio raillo, giovanni gonzalez, pablo maffeo, dani rodriguez, iddrisu baba, iñigo ruiz de galarreta, tino kadewere, kang-in lee","alex remiro, andoni gorosabel, robin le normand, jon pacheco, diego rico, martin zubimendi, brais mendez, david silva, mikel merino, carlos fernandez, mikel oyarzabal"
248,2023-03-12,Sevilla,Almería,"yassine bounou, nemanja gudelj, loic bade, tanguy nianzou, alex telles, ivan rakitic, joan jordan, jesus navas, lucas ocampos, suso, youssef en-nesyri","fernando martinez, chumi, rodrigo ely, stefan babic, sergio akieme, iñigo eguaras, lucas robertone, alejandro pozo, arnau puigmal, luis suarez, el bilal toure"
249,2023-03-12,Villarreal,Real Betis,"pepe reina, alfonso pedraza, pau torres, raul albiol, juan foyth, manu trigueros, dani parejo, ramon terrats, yeremy pino, gerard moreno, samu chukwueze","rui silva, aitor ruibal, german pezzella, victor ruiz, juan miranda, guido rodriguez, andres guardado, sergio canales, ayoze perez, rodri sanchez, borja iglesias"
250,2023-03-12,Athletic,Barcelona,"julen agirrezabala, mikel balenziaga, iñigo martinez, dani vivian, oscar de marcos, mikel vesga, dani garcia, nico williams, raul garcia, alex berenguer, iñaki williams","marc-andre ter stegen, sergi roberto, jules kounde, andreas christensen, alejandro balde, gavi, sergio busquets, frenkie de jong, raphinha, robert lewandowski, ferran torres"
251,2023-03-13,Girona,Atlético,"paulo gazzaniga, miguel gutierrez, david lopez, santiago bueno, arnau martinez, oriol romeu, rodrigo riquelme, borja garcia, aleix garcia, viktor tsygankov, taty castellanos","jan oblak, nahuel molina, stefan savic, jose maria gimenez, mario hermoso, yannick carrasco, marcos llorente, koke, thomas lemar, antoine griezmann, memphis depay"
252,2023-03-17,Real Valladolid,Athletic,"sergio asenjo, sergio escudero, jawad el yamiq, javi sanchez, ivan fresneda, kike perez, monchu, oscar plano, ivan sanchez, gonzalo plata, cyle larin","julen agirrezabala, oscar de marcos, yeray alvarez, iñigo martinez, yuri berchiche, dani garcia, mikel vesga, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
253,2023-03-18,Almería,Cádiz,"fernando martinez, alex centelles, stefan babic, rodrigo ely, alejandro pozo, iñigo eguaras, cesar de la hoz, adrian embarba, lucas robertone, leo baptistao, luis suarez","david gil, raul parra, luis hernandez, jorge mere, alfonso espino, theo bongonda, fede san emeterio, gonzalo escalante, ruben sobrino, sergi guardiola, roger marti"
254,2023-03-18,Rayo Vallecano,Girona,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, mario hernandez, santi comesaña, oscar valentin, alvaro garcia, oscar trejo, isi palazon, sergio camello","paulo gazzaniga, arnau martinez, santiago bueno, david lopez, miguel gutierrez, oriol romeu, viktor tsygankov, ivan martin, borja garcia, rodrigo riquelme, taty castellanos"
255,2023-03-18,Espanyol,Celta,"fernando pacheco, leandro cabrera, sergi gomez, cesar montes, oscar gil, sergi darder, vini souza, martin braithwaite, denis suarez, ruben sanchez, joselu","ivan villar, hugo mallo, joseph aidoo, unai nuñez, javi galan, carles perez, gabri veiga, fran beltran, luca de la torre, iago aspas, haris seferovic"
256,2023-03-18,Atlético,Valencia,"jan oblak, yannick carrasco, mario hermoso, jose maria gimenez, stefan savic, nahuel molina, rodrigo de paul, koke, marcos llorente, antoine griezmann, memphis depay","giorgi mamardashvili, dimitri foulquier, eray comert, cenk ozkaçar, jose luis gaya, thierry correia, yunus musah, hugo guillamon, nico gonzalez, justin kluivert, hugo duro"
257,2023-03-19,Real Betis,Mallorca,"rui silva, juan miranda, edgar gonzalez, german pezzella, youssouf sabaly, andres guardado, guido rodriguez, rodri sanchez, ayoze perez, sergio canales, borja iglesias","predrag rajkovic, pablo maffeo, giovanni gonzalez, antonio raillo, matija nastasic, jaume costa, iñigo ruiz de galarreta, iddrisu baba, dani rodriguez, vedat muriqi, kang-in lee"
258,2023-03-19,Osasuna,Villarreal,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, nacho vidal, moi gomez, lucas torro, jon moncayola, abde ezzalzouli, chimy avila, kike barja","pepe reina, juan foyth, raul albiol, pau torres, alfonso pedraza, ramon terrats, dani parejo, manu trigueros, samu chukwueze, gerard moreno, yeremy pino"
259,2023-03-19,R. Sociedad,Elche,"alex remiro, aihen muñoz, robin le normand, igor zubeldia, andoni gorosabel, martin zubimendi, illarramendi, david silva, brais mendez, alexander sorloth, takefusa kubo","edgar badia, tete morente, helibelton palacios, gonzalo verdu, diego gonzalez, carlos clerc, fidel, omar mascarell, gerard gumbau, lucas boye, randy nteka"
260,2023-03-19,Getafe,Sevilla,"david soria, gaston alvarez, stefan mitrovic, djene, portu, luis milla, nemanja maksimovic, damian suarez, munir el haddadi, enes unal, borja mayoral","yassine bounou, jesus navas, nemanja gudelj, loic bade, alex telles, marcos acuña, oliver torres, joan jordan, pape gueye, bryan gil, lucas ocampos"
261,2023-03-19,Barcelona,Real Madrid,"marc-andre ter stegen, alejandro balde, andreas christensen, jules kounde, ronald araujo, frenkie de jong, sergio busquets, sergi roberto, gavi, robert lewandowski, raphinha","thibaut courtois, daniel carvajal, eder militao, antonio rudiger, nacho fernandez, eduardo camavinga, toni kroos, federico valverde, luka modric, vinicius junior, karim benzema"
262,2023-03-31,Mallorca,Osasuna,"predrag rajkovic, jaume costa, jose copete, antonio raillo, giovanni gonzalez, pablo maffeo, kang-in lee, iddrisu baba, iñigo ruiz de galarreta, dani rodriguez, vedat muriqi","sergio herrera, nacho vidal, aridane hernandez, unai garcia, juan cruz, pablo ibañez, lucas torro, aimar oroz, ruben garcia, ante budimir, kike barja"
263,2023-04-01,Girona,Espanyol,"paulo gazzaniga, javier hernandez, david lopez, santiago bueno, arnau martinez, oriol romeu, toni villa, broja garcia, ivan martin, viktor tsygankov, taty castellanos","fernando pacheco, ruben sanchez, cesar montes, sergi gomez, oscar gil, javi puado, vini souza, jose gragera, martin braithwaite, sergi darder, joselu"
264,2023-04-01,Athletic,Getafe,"julen agirrezabala, yuri berchiche, yeray alvarez, dani vivian, oscar de marcos, iker muniain, dani garcia, oier zarraga, alex berenguer, gorka guruzeta, iñaki williams","david soria, damian suarez, djene, domingos duarte, omar alderete, juan iglesias, luis milla, nemanja maksimovic, munir el haddadi, borja mayoral, enes unal"
265,2023-04-01,Cádiz,Sevilla,"david gil, alfonso espino, fali, luis hernandez, raul parra, ruben sobrino, ruben alcaraz, fede san emeterio, ivan alejo, alvaro negredo, sergi guardiola","marko dmitrovic, jesus navas, loic bade, nemanja gudelj, marcos acuña, joan jordan, pape gueye, lucas ocampos, ivan rakitic, bryan gil, youssef en-nesyri"
266,2023-04-01,Elche,Barcelona,"edgar badia, carlos clerc, omar mascarell, pedro bigas, helibelton palacios, lautaro blanco, gerard gumbau, jose angel carmona, tete morente, fidel, pere milla","marc-andre ter stegen, jules kounde, ronald araujo, marcos alonso, jordi alba, gavi, eric garcia, sergi roberto, ferran torres, robert lewandowski, ansu fati"
267,2023-04-02,Celta,Almería,"ivan villar, javi galan, unai nuñez, joseph aidoo, hugo mallo, luca de la torre, fran beltran, gabri veiga, carles perez, haris seferovic, iago aspas","fernando martinez, chumi, rodrigo ely, stefan babic, alex centelles, arnau puigmal, gonzalo melero, samu costa, lucas robertone, leo baptistao, luis suarez"
268,2023-04-02,Real Madrid,Real Valladolid,"thibaut courtois, eduardo camavinga, david alaba, eder militao, lucas vazquez, aurelien tchouameni, toni kroos, vinicius junior, rodrygo, marco asensio, karim benzema","sergio asenjo, ivan fresneda, joaquin fernandez, jawad el yamiq, luis perez, roque mesa, martin hongla, monchu, lucas rosa, gonzalo plata, sergio leon"
269,2023-04-02,Villarreal,R. Sociedad,"pepe reina, alfonso pedraza, pau torres, aissa mandi, juan foyth, alex baena, dani parejo, ramon terrats, yeremy pino, jose luis morales, samu chukwueze","alex remiro, andoni gorosabel, igor zubeldia, robin le normand, aihen muñoz, martin zubimendi, brais mendez, david silva, mikel merino, alexander sorloth, takefusa kubo"
270,2023-04-02,Atlético,Real Betis,"jan oblak, yannick carrasco, mario hermoso, jose maria gimenez, stefan savic, nahuel molina, thomas lemar, koke, marcos llorente, antoine griezmann, alvaro morata","rui silva, aitor ruibal, german pezzella, luiz felipe, juan miranda, luiz henrique, william carvalho, guido rodriguez, ayoze perez, rodri sanchez, borja iglesias"
271,2023-04-03,Valencia,Rayo Vallecano,"giorgi mamardashvili, jose luis gaya, cenk ozkaçar, mouctar diakhaby, thierry correia, nico gonzalez, hugo guillamon, andre almeida, samuel lino, edinson cavani, justin kluivert","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, santi comesaña, oscar valentin, isi palazon, oscar trejo, alvaro garcia, sergio camello"
272,2023-04-07,Sevilla,Celta,"marko dmitrovic, marcos acuña, nemanja gudelj, loic bade, jesus navas, pape gueye, fernando, bryan gil, erik lamela, suso, youssef en-nesyri","ivan villar, hugo mallo, joseph aidoo, unai nuñez, javi galan, carles perez, renato tapia, fran beltran, franco cervi, iago aspas, haris seferovic"
273,2023-04-08,Osasuna,Elche,"aitor fernandez, manu sanchez, david garcia, unai garcia, nacho vidal, moi gomez, darko brasanac, pablo ibañez, abde ezzalzouli, ante budimir, kike barja","edgar badia, helibelton palacios, omar mascarell, pedro bigas, carlos clerc, gerard gumbau, john donald, fidel, pere milla, lucas boye, tete morente"
274,2023-04-08,Espanyol,Athletic,"fernando pacheco, oscar gil, leandro cabrera, cesar montes, ruben sanchez, jose gragera, edu exposito, martin braithwaite, sergi darder, javi puado, joselu","unai simon, oscar de marcos, dani vivian, iñigo martinez, yuri berchiche, dani garcia, mikel vesga, iñaki williams, oihan sancet, alex berenguer, gorka guruzeta"
275,2023-04-08,R. Sociedad,Getafe,"alex remiro, aihen muñoz, jon pacheco, robin le normand, andoni gorosabel, mikel merino, ander guevara, brais mendez, david silva, takefusa kubo, mikel oyarzabal","david soria, djene, domingos duarte, omar alderete, damian suarez, nemanja maksimovic, luis milla, portu, borja mayoral, enes unal, munir el haddadi"
276,2023-04-08,Real Madrid,Villarreal,"thibaut courtois, nacho fernandez, david alaba, antonio rudiger, lucas vazquez, dani ceballos, aurelien tchouameni, marco asensio, vinicius junior, karim benzema, rodrygo","pepe reina, juan foyth, aissa mandi, pau torres, alfonso pedraza, ramon terrats, dani parejo, alex baena, samu chukwueze, giovani lo celso, yeremy pino"
277,2023-04-09,Real Valladolid,Mallorca,"jordi masip, lucas rosa, javi sanchez, joaquin fernandez, ivan fresneda, roque mesa, martin hongla, kike perez, oscar plano, cyle larin, gonzalo plata","perdrag rajkovic, pablo maffeo, martin valjent, antonio raillo, dennis hadzikadunic, jaume costa, amath ndiaye, iñigo ruiz de galarreta, manu morlanes, kang-in lee, vedat muriqi"
278,2023-04-09,Real Betis,Cádiz,"rui silva, juan miranda, luiz felipe, german pezzella, aitor ruibal, william carvalho, guido rodriguez, ayoze perez, rodri sanchez, sergio canales, borja iglesias","david gil, iza carcelen, luis hernandez, fali, alfonso espino, theo bongonda, fede san emeterio, ruben alcaraz, ruben sobrino, sergi guardiola, chris ramos"
279,2023-04-09,Almería,Valencia,"fernando martinez, alex centelles, stefan babic, rodrigo ely, chumi, samu costa, lucas robertone, gonzalo melero, arnau puigmal, luis suarez, leo baptistao","giorgi mamardashvili, dimitri foulquier, mouctar diakhaby, cenk ozkaçar, jose luis gaya, samu castillejo, nico gonzalez, andre almeida, justin kluivert, hugo duro, samuel lino"
280,2023-04-09,Rayo Vallecano,Atlético,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, oscar valentin, santi comesaña, alvaro garcia, unai lopez, isi palazon, raul de tomas","jan oblak, nahuel molina, stefan savic, jose maria gimenez, mario hermoso, yannick carrasco, marcos llorente, koke, rodrigo de paul, alvaro morata, antoine griezmann"
281,2023-04-10,Barcelona,Girona,"marc-andre ter stegen, alejandro balde, eric garcia, ronald araujo, jules kounde, sergi roberto, sergio busquets, gavi, ansu fati, robert lewandowski, raphinha","paulo gazzaniga, arnau martinez, santiago bueno, david lopez, javier hernandez, oriol romeu, viktor tsygankov, ivan martin, borja garcia, toni villa, taty castellanos"
282,2023-04-14,Rayo Vallecano,Osasuna,"stole dimitrievski, fran garcia, alejandro catena, abdul mumin, ivan balliu, oscar valentin, santi comesaña, alvaro garcia, oscar trejo, isi palazon, sergio camello","aitor fernandez, nacho vidal, aridane hernandez, david garcia, manu sanchez, pablo ibañez, jon moncayola, aimar oroz, kike barja, kike garcia, abde ezzalzouli"
283,2024-04-15,Villarreal,Real Valladolid,"pepe reina, alfonso pedraza, pau torres, aissa mandi, kiko femenia, ramon terrats, dani parejo, giovani lo celso, alex baena, jose luis morales, samu chukwueze","jordi masip, joaquin fernandez, martin hongla, jawad el yamiq, luis perez, kike perez, monchu, ivan fresneda, selim amallah, cyle larin, gonzalo plata"
284,2023-04-15,Athletic,R. Sociedad,"unai simon, yuri berchiche, iñigo martinez, yeray alvarez, ander capa, dani garcia, mikel vesga, nico williams, oihan sancet, iñaki williams, gorka guruzeta","alex remiro, andoni gorosabel, igor zubeldia, robin le normand, aihen muñoz, martin zubimendi, mikel merino, david silva, brais mendez, mikel oyarzabal, takefusa kubo"
285,2023-04-15,Real Betis,Espanyol,"rui silva, juan miranda, edgar gonzalez, luiz felipe, martin montoya, andres guardado, guido rodriguez, ayoze perez, william carvalho, luiz henrique, borja iglesias","fernando pacheco, ruben sanchez, cesar montes, sergi gomez, leandro cabrera, nicolas melamed, vini souza, sergi darder, martin braithwaite, joselu, javi puado"
286,2023-04-15,Cádiz,Real Madrid,"david gil, alfonso espino, fali, luis hernandez, raul parra, ruben sobrino, ruben alcaraz, fede san emeterio, theo bongonda, chris ramos, sergi guardiola","thibaut courtois, lucas vazquez, eder militao, antonio rudiger, nacho fernandez, federico valverde, aurelien tchouameni, dani ceballos, marco asensio, karim benzema, rodrygo"
287,2023-04-16,Girona,Elche,"paulo gazzaniga, javier hernandez, juanpe, santiago bueno, arnau martinez, oriol romeu, toni villa, borja garcia, ivan martin, viktor tsygankov, taty castellanos","axel werner, helibelton palacios, omar mascarell, pedro bigas, carlos clerc, gerard gumbau, john donald, pere milla, raul guti, tete morente, lucas boye"
288,2023-04-16,Getafe,Barcelona,"david soria, juan iglesias, omar alderete, domingos duarte, djene, damian suarez, munir el haddadi, luis milla, nemanja maksimovic, enes unal, borja mayoral","marc-andre ter stegen, sergi roberto, ronald araujo, jules kounde, jordi alba, franck kessie, sergio busquets, gavi, raphinha, robert lewandowski, alejandro balde"
289,2023-04-16,Atlético,Almería,"jan oblak, yannick carrasco, mario hermoso, jose maria gimenez, axel witsel, nahuel molina, rodrigo de paul, koke, marcos llorente, antoine griezmann, angel correa","fernando martinez, kaiky, rodrigo ely, stefan babic, houboulang mendes, lucas robertone, samu costa, alex centelles, gonzalo melero, leo baptistao, luis suarez"
290,2023-04-16,Valencia,Sevilla,"giorgi mamardashvili, toni lato, cenk ozkaçar, mouctar diakhaby, dimitri foulquier, jose luis gaya, andre almeida, ilaix moriba, yunus musah, edinson cavani, samu castillejo","marko dmitrovic, jesus navas, loic bade, nemanja gudelj, karim rekik, fernando, joan jordan, lucas ocampos, suso, bryan gil, youssef en-nesyri"
291,2023-04-17,Celta,Mallorca,"ivan villar, javi galan, unai nuñez, joseph aidoo, hugo mallo, luca de la torre, fran beltran, gabri veiga, miguel rodriguez, haris seferovic, iago aspas","predrag rajkovic, antonio sanchez, martin valjent, antonio raillo, dennis, hadzikadunic, pablo maffeo, manu morlanes, iñigo ruiz de galarreta, kang-in lee, vedat muriqi, amath ndiaye"
292,2023-04-21,Espanyol,Cádiz,"fernando pacheco, adria pedrosa, leandro cabrera, sergi gomez, cesar montes, oscar gil, sergi darder, jose gragera, nicolas melamed, joselu, martin braithwaite","conan ledesma, iza carcelen, luis hernandez, fali, alfonso espino, theo bongonda, ruben alcaraz, fede san emeterio, ruben sobrino, sergi guardiola, chris ramos"
293,2023-04-22,Osasuna,Real Betis,"sergio herrera, juan cruz, david garcia, aridane hernandez, ruben peña, pablo ibañez, jon moncayola, aimar oroz, abde ezzalzouli, ante budimir, kike barja","rui silva, martin montoya, luiz felipe, edgar gonzalez, juan miranda, guido rodriguez, andres guardado, luiz henrique, william carvalho, ayoze perez, borja iglesias"
294,2023-04-22,Almería,Athletic,"fernando martinez, alex centelles, stefan babic, rodrigo ely, chumi, samu costa, lucas robertone, leo baptistao, gonzalo melero, arnau puigmal, luis suarez","unai simon, oscar de marcos, yeray alvarez, iñigo martinez, yuri berchiche, ander herrera, mikel vesga, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
295,2023-04-22,R. Sociedad,Rayo Vallecano,"alex remiro, aihen muñoz, jon pacheco, igor zubeldia, aritz elustondo, martin zubimendi, ander barrenetxea, mikel merino, david silva, alexander sorloth, mikel oyarzabal","stole dimitrievski, ivan balliu, florian lejeune, abdul mumin, fran garcia, santi comesaña, oscar valentin, isi palazon, oscar trejo, andres martin, raul de tomas"
296,2023-04-22,Real Valladolid,Girona,"jordi masip, sergio escudero, jawad el yamiq, joaquin fernandez, ivan fresneda, monchu, martin hongla, kike perez, selim amallah, cyle larin, gonzalo plata","paulo gazzaniga, arnau martinez, bernardo espinosa, juanpe, javier hernandez, oriol romeu, viktor tsygankov, ivan martin, aleix garcia, toni villa, christian stuani"
297,2023-04-22,Real Madrid,Celta,"thibaut courtois, eduardo camavinga, antonio rudiger, eder militao, nacho fernandez, dani ceballos, aurelien tchouameni, federico valverde, vinicius junior, karim benzema, marco asensio","ivan villar, kevin vazquez, renato tapia, unai nuñez, javi galan, augusto solari, gabri veiga, fran beltran, luca de la torre, iago aspas, haris seferovic"
298,2023-04-23,Elche,Valencia,"edgar badia, carlos clerc, pedro bigas, gonzalo verdu, omar mascarell, tete morente, fidel, john donald, raul guti, lucas boye, pere milla","giorgi mamardashvili, dimitri foulquier, gabriel paulista, mouctar diakhaby, cenk ozkaçar, jose luis gaya, yunus musah, nico gonzalez, andre almeida, edinson cavani, samuel lino"
299,2023-04-23,Barcelona,Atlético,"marc-andre ter stegen, alejandro balde, marcos alonso, ronald araujo, jules kounde, frenkie de jong, sergio busquets, ferran tores, gavi, raphinha, robert lewandowski","jan oblak, nahuel molina, stefan savic, jose maria gimenez, mario hermoso, yannick carrasco, rodrigo de paul, axel witsel, thomas lemar, angel correa, antoine griezmann"
300,2023-04-23,Mallorca,Getafe,"perdrag rajkovic, pablo maffeo, dennis hadzikadunic, antonio raillo, martin valjent, antonio sanchez, kang-in lee, iñigo ruiz de galarreta, manu morlanes, amath ndiaye, vedat muriqi","david soria, damian suarez, djene, domingos duarte, omar alderete, juan iglesias, nemanja maksimovic, luis milla, munir el haddadi, borja mayoral, enes unal"
301,2023-04-23,Sevilla,Villarreal,"marko dmitrovic, alex telles, loic bade, tanguy nianzou, gonzalo montiel, ivan rakitic, pape gueye, bryan gil, oliver torres, suso, rafa mir","pepe reina, juan foyth, aissa mandi, pau torres, alfonso pedraza, samu chukwueze, dani parejo, ramon terrats, yeremy pino, giovani lo celso, jose luis morales"
302,2023-04-25,Cádiz,Osasuna,"conan ledesma, alfonso espino, victor chust, luis hernandez, iza carcelen, ruben sobrino, ruben alcaraz, fede san emeterio, theo bongonda, chris ramos, roger marti","aitor fernandez, nacho vidal, unai garcia, juan cruz, manu sanchez, iker muñoz, ruben garcia, moi gomez, pablo ibañez, iker benito, ante budimir"
303,2023-04-25,Girona,Real Madrid,"paulo gazzaniga, miguel gutierrez, juanpe, santiago bueno, arnau martinez, oriol romeu, rodrigo riquelme, ivan martin, viktor tsygankov, yan couto, taty castellanos","andriy lunin, daniel carvajal, eder militao, antonio rudiger, nacho fernandez, federico valverde, toni kroos, luka modric, marco asensio, rodrygo, vinicius junior"
304,2023-04-25,Real Betis,R. Sociedad,"rui silva, juan miranda, german pezzella, luiz felipe, aitor ruibal, andres guardado, guido rodriguez, rodri sanchez, william carvalho, sergio canales, ayoze perez","alex remiro, andoni gorosabel, igor zubeldia, robin le normand, aihen muñoz, martin zubimendi, takefusa kubo, illarramendi, brais mendez, mikel oyarzabal, alexander sorloth"
305,2023-04-26,Atlético,Mallorca,"ivo grbic, yannick carrasco, mario hermoso, jose maria gimenez, axel witsel, nahuel molina, thomas lemar, koke, rodrigo de paul, antoine griezmann, alvaro morata","predrag rajkovic, pablo maffeo, dennis hadzikadunic, matija nastasic, jose copete, jaume costa, manu morlanes, iddrisu baba, dani rodriguez, angel rodriguez, abdon prats"
306,2023-04-26,Getafe,Almería,"david soria, omar alderete, domingos duarte, djene, portu, luis milla, nemanja maksimovic, damian suarez, munir el haddadi, enes unal, borja mayoral","fernando martinez, alejandro pozo, chumi, stefan babic, alex centelles, gonzalo melero, cesar de la hoz, lucas robertone, leo baptistao, luis suarez, adrian embarba"
307,2023-04-26,Celta,Elche,"ivan villar, javi galan, renato tapia, joseph aidoo, hugo mallo, luca de la torre, fran beltran, gabri veiga, carles perez, gonçalo paciencia, iago aspas","edgar badia, josan, omar mascarell, lisando magallan, carlos clerc, gerard gumbau, john donald, fidel, tete morente, randy nteka, pere milla"
308,2023-04-26,Rayo Vallecano,Barcelona,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, alvaro garcia, oscar valentin, unai lopez, isi palazon, oscar trejo, sergio camello","marc-andre ter stegen, jules kounde, ronald araujo, marcos alonso, alejandro balde, pedri, frenkie de jong, gavi, raphinha, robert lewandowski, ferran torres"
309,2023-04-27,Valencia,Real Valladolid,"giorgi mamardashvili, jose luis gaya, cenk ozkaçar, mouctar diakhaby, gabriel paulista, dimitri foulquier, samuel lino, andre almeida, nico gonzalez, yunus musah, edinson cavani","jordi masip, ivan fresneda, joaquin fernandez, martin hongla, jawad el yamiq, sergio escudero, selim amallah, monchu, kike perez, gonzalo plata, cyle larin"
310,2023-04-27,Villarreal,Espanyol,"pepe reina, alberto moreno, pau torres, aissa mandi, juan foyth, etienne capoue, dani parejo, yeremy pino, giovani lo celso, samu chukwueze, nicolas jackson","fernando pacheco, fernando calero, cesar montes, sergi gomez, oscar gil, javi puado, keidi bare, vini souza, martin braithwaite, sergi darder, joselu"
311,2023-04-27,Athletic,Sevilla,"unai simon, yuri berchiche, yeray alvarez, dani vivian, oscar de marcos, dani garcia, ander herrera, nico williams, oihan sancet, iñaki williams, gorka guruzeta","marko dmitrovic, jesus navas, loic bade, nemanja gudelj, marcos acuña, fernando, ivan rakitic, lucas ocampos, suso, erik lamela, youssef en-nesyri"
312,2023-04-28,Osasuna,R. Sociedad,"sergio herrera, manu sanchez, juan cruz, aridane hernandez, ruben peña, iker muñoz, jon moncayola, moi gomez, aimar oroz, kike barja, kike garcia","alex remiro, aritz elustondo, igor zubeldia, robin le normand, aihen muñoz, mikel merino, martin zubimendi, david silva, mohamed-ali cho,carlos fernandez, ander barrenetxea"
313,2023-04-29,Elche,Rayo Vallecano,"edgar badia, lautaro blanco, carlos clerc, lisandro magallan, josan, gerard gumbau, john donald, pere milla, fidel, tete morente, lucas boye","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, pathe ciss, santi comesaña, salvi sanchez, isi palazon, alvaro garcia, sergio camello"
314,2023-04-29,Real Madrid,Almería,"thibaut courtois, eduardo camavinga, antonio rudiger, eder militao, lucas vazquez, toni kroos, aurelien tchouameni, dani ceballos, vinicius junior, karim benzema, rodrygo","fernando martinez, houboulang mendes, chumi, rodrigo ely, sergio akieme, arnau puigmal, francisco portillo, cesar de la hoz, samu costa, largie ramazani, lazaro"
315,2023-04-29,Barcelona,Real Betis,"marc-andre ter stegen, alejandro balde, andreas christensen, ronald araujo, jules kounde, frenkie de jong, sergio busquets, pedri, gavi, robert lewandowski, raphinha","rui silva, martin montoya, german pezzella, luiz felipe, juan miranda, guido rodriguez, william carvalho, luiz henrique, sergio canales, ayoze perez, willian jose"
316,2023-04-30,Cádiz,Valencia,"conan ledesma, alfonso espino, fali, luis hernandez, raul parra, ruben sobrino, fede san emeterio, gonzalo escalante, ivan alejo, chris ramos, sergi guardiola","giorgi mamardashvili, dimitri foulquier, eray comert, mouctar diakhaby, cenk ozkaçar, toni lato, yunus musah, ilaix moriba, nico gonzalez, samuel lino, hugo duro"
