name,market_value,team,Season
Javi Márquez,-,Espanyol,2008_09
Nenê,"6,00 mill. €",Espanyol,2008_09
Iván de la Peña,"3,00 mill. €",Espanyol,2008_09
Julián López de Lerma,500 mil €,Espanyol,2008_09
Valdo,"4,00 mill. €",Espanyol,2008_09
Francisco Rufete,"2,00 mill. €",Espanyol,2008_09
José Callejón,800 mil €,Espanyol,2008_09
Raúl Tamudo,"11,00 mill. €",Espanyol,2008_09
Jonathan Soriano,"2,00 mill. €",Espanyol,2008_09
Ferrán Corominas,"2,00 mill. €",Espanyol,2008_09
Iván Alonso,"2,00 mill. €",Espanyol,2008_09
Óscar Ustari,"3,00 mill. €",Getafe,2008_09
Jacobo Sanz,"2,00 mill. €",Getafe,2008_09
Roberto Abbondanzieri,"1,60 mill. €",Getafe,2008_09
Vladimir Stojkovic,900 mil €,Getafe,2008_09
Gonzalo,-,Getafe,2008_09
Cata Díaz,"6,00 mill. €",Getafe,2008_09
Mario Abrante,"3,00 mill. €",Getafe,2008_09
İbrahim Kaş,"1,40 mill. €",Getafe,2008_09
David Belenguer,"1,00 mill. €",Getafe,2008_09
Rafa López,"1,00 mill. €",Getafe,2008_09
Lucas Licht,"4,00 mill. €",Getafe,2008_09
Franck Signorino,800 mil €,Getafe,2008_09
David Cortés,"3,00 mill. €",Getafe,2008_09
Cosmin Contra,"1,00 mill. €",Getafe,2008_09
Javi Casquero,"3,40 mill. €",Getafe,2008_09
Eugen Polanski,"3,00 mill. €",Getafe,2008_09
Fabio Celestini,"2,00 mill. €",Getafe,2008_09
Esteban Granero,"5,00 mill. €",Getafe,2008_09
Adrián González,800 mil €,Getafe,2008_09
Mario Cotelo,500 mil €,Getafe,2008_09
Juan Albín,"8,00 mill. €",Getafe,2008_09
David Sousa,900 mil €,Getafe,2008_09
Jaime Gavilán,"4,00 mill. €",Getafe,2008_09
Roberto Soldado,"5,00 mill. €",Getafe,2008_09
Manu del Moral,"5,00 mill. €",Getafe,2008_09
Ikechukwu Uche,"4,00 mill. €",Getafe,2008_09
Joffre Guerrón,"2,40 mill. €",Getafe,2008_09
Kepa Blanco,"1,80 mill. €",Getafe,2008_09
Miguel Ángel Moyá,"5,00 mill. €",Mallorca,2008_09
Dudu Aouate,"1,80 mill. €",Mallorca,2008_09
Germán Lux,"1,60 mill. €",Mallorca,2008_09
Tomeu Nadal,100 mil €,Mallorca,2008_09
Nauzet Pérez,-,Mallorca,2008_09
Javi Seral,-,Mallorca,2008_09
José Nunes,"3,80 mill. €",Mallorca,2008_09
David Navarro,"3,40 mill. €",Mallorca,2008_09
Iván Ramis,"2,80 mill. €",Mallorca,2008_09
Josemi,"2,40 mill. €",Mallorca,2008_09
Enrique Corrales,"3,40 mill. €",Mallorca,2008_09
Ayoze Díaz,"2,00 mill. €",Mallorca,2008_09
Dani Castellano,200 mil €,Mallorca,2008_09
Fernando Varela,"6,00 mill. €",Mallorca,2008_09
Lionel Scaloni,"2,60 mill. €",Mallorca,2008_09
Josep Lluís Martí,"1,60 mill. €",Mallorca,2008_09
Mario Suárez,"1,40 mill. €",Mallorca,2008_09
Cléber Santana,"2,80 mill. €",Mallorca,2008_09
Juan Arango,"7,00 mill. €",Mallorca,2008_09
José Manuel Jurado,"4,60 mill. €",Mallorca,2008_09
Óscar Trejo,"3,40 mill. €",Mallorca,2008_09
Chory Castro,"2,20 mill. €",Mallorca,2008_09
Juanmi Callejón,700 mil €,Mallorca,2008_09
Alberto López,100 mil €,Mallorca,2008_09
Aritz Aduriz,"4,40 mill. €",Mallorca,2008_09
Pierre Webó,"3,40 mill. €",Mallorca,2008_09
Alhassane Keita,"2,20 mill. €",Mallorca,2008_09
Roberto Fernández,"1,80 mill. €",Osasuna,2008_09
Ricardo,"1,40 mill. €",Osasuna,2008_09
Andrés Fernández,200 mil €,Osasuna,2008_09
Miguel Flaño,"4,20 mill. €",Osasuna,2008_09
César Azpilicueta,"3,60 mill. €",Osasuna,2008_09
Sergio Fernández,"2,40 mill. €",Osasuna,2008_09
Rovérsio,"1,80 mill. €",Osasuna,2008_09
Josetxo,"1,00 mill. €",Osasuna,2008_09
César Cruchaga,600 mil €,Osasuna,2008_09
Jon Echaide,400 mil €,Osasuna,2008_09
Nacho Monreal,"3,00 mill. €",Osasuna,2008_09
Tiago Gomes,700 mil €,Osasuna,2008_09
Juanfran Torres,"6,00 mill. €",Osasuna,2008_09
Javier Flaño,"2,80 mill. €",Osasuna,2008_09
Javad Nekounam,"7,00 mill. €",Osasuna,2008_09
Patxi Puñal,"1,80 mill. €",Osasuna,2008_09
Sunny,800 mil €,Osasuna,2008_09
Oier Sanjurjo,400 mil €,Osasuna,2008_09
Jaroslav Plasil,"4,00 mill. €",Osasuna,2008_09
Antonio Hidalgo,"3,00 mill. €",Osasuna,2008_09
Héctor Font,"2,60 mill. €",Osasuna,2008_09
Krisztián Vadócz,900 mil €,Osasuna,2008_09
Rúper,-,Osasuna,2008_09
Masoud Shojaei,"3,00 mill. €",Osasuna,2008_09
Ludovic Delporte,"1,00 mill. €",Osasuna,2008_09
Jokin Esparza,300 mil €,Osasuna,2008_09
Dady,"4,00 mill. €",Osasuna,2008_09
Walter Pandiani,"2,40 mill. €",Osasuna,2008_09
Kike Sola,"2,40 mill. €",Osasuna,2008_09
Javier Portillo,"1,80 mill. €",Osasuna,2008_09
Santiago Ezquerro,"1,80 mill. €",Osasuna,2008_09
Toño,"6,00 mill. €",Racing,2008_09
Fabio Coltorti,"1,00 mill. €",Racing,2008_09
Mario Fernández,200 mil €,Racing,2008_09
Pablo Gómez,-,Racing,2008_09
Ezequiel Garay,"12,00 mill. €",Racing,2008_09
Iván Marcano,"3,00 mill. €",Racing,2008_09
Oriol Lozano,"1,80 mill. €",Racing,2008_09
César Navas,"1,20 mill. €",Racing,2008_09
José Moratón,800 mil €,Racing,2008_09
Zé António,500 mil €,Racing,2008_09
José Picón,-,Racing,2008_09
Laszlo Sepsi,"2,00 mill. €",Racing,2008_09
Luis Fernández,500 mil €,Racing,2008_09
Bolaño,400 mil €,Racing,2008_09
Pablo Pinillos,"2,00 mill. €",Racing,2008_09
Juan Valera,"2,00 mill. €",Racing,2008_09
Gonzalo Colsa,"5,00 mill. €",Racing,2008_09
Peter Luccin,"3,00 mill. €",Racing,2008_09
Mehdi Lacen,"2,20 mill. €",Racing,2008_09
Edu Bedia,700 mil €,Racing,2008_09
Mario Ortiz,-,Racing,2008_09
Óscar Serrano,"4,00 mill. €",Racing,2008_09
Sergio Canales,600 mil €,Racing,2008_09
Toni Moral,"2,80 mill. €",Racing,2008_09
Luisma Villa,-,Racing,2008_09
Jorge López,"3,00 mill. €",Racing,2008_09
Jorge Gonçalves,"1,20 mill. €",Racing,2008_09
Damián Ísmodes,600 mil €,Racing,2008_09
Pedro Munitis,"5,00 mill. €",Racing,2008_09
Jesús Berrocal,-,Racing,2008_09
Nikola Zigic,"10,00 mill. €",Racing,2008_09
Mémé Tchité,"8,00 mill. €",Racing,2008_09
Jonathan Pereira,"4,00 mill. €",Racing,2008_09
Juanjo Expósito,"2,00 mill. €",Racing,2008_09
Oriol Santos,-,Racing,2008_09
Iker Casillas,"32,00 mill. €",Real Madrid,2008_09
Jerzy Dudek,"1,60 mill. €",Real Madrid,2008_09
Jordi Codina,600 mil €,Real Madrid,2008_09
Sergio Ramos,"30,00 mill. €",Real Madrid,2008_09
Pepe,"22,00 mill. €",Real Madrid,2008_09
Fabio Cannavaro,"8,00 mill. €",Real Madrid,2008_09
Gabriel Heinze,"6,00 mill. €",Real Madrid,2008_09
Christoph Metzelder,"4,00 mill. €",Real Madrid,2008_09
Agus García,-,Real Madrid,2008_09
Gary Kagelmacher,-,Real Madrid,2008_09
Chema Antón,-,Real Madrid,2008_09
Marcelo,"8,00 mill. €",Real Madrid,2008_09
Julien Faubert,"7,00 mill. €",Real Madrid,2008_09
Miguel Torres,"4,00 mill. €",Real Madrid,2008_09
Míchel Salgado,"1,80 mill. €",Real Madrid,2008_09
Javier Velayos,100 mil €,Real Madrid,2008_09
Fernando Gago,"22,00 mill. €",Real Madrid,2008_09
Mahamadou Diarra,"20,00 mill. €",Real Madrid,2008_09
Lassana Diarra,"18,00 mill. €",Real Madrid,2008_09
Javi García,"4,00 mill. €",Real Madrid,2008_09
Marcos Tébar,-,Real Madrid,2008_09
Guti,"14,00 mill. €",Real Madrid,2008_09
Rubén de la Red,"12,00 mill. €",Real Madrid,2008_09
Dani Parejo,500 mil €,Real Madrid,2008_09
Royston Drenthe,"5,00 mill. €",Real Madrid,2008_09
Wesley Sneijder,"26,00 mill. €",Real Madrid,2008_09
Rafael van der Vaart,"18,00 mill. €",Real Madrid,2008_09
Miguel Palanca,-,Real Madrid,2008_09
Robinho,"35,00 mill. €",Real Madrid,2008_09
Arjen Robben,"30,00 mill. €",Real Madrid,2008_09
Raúl,"26,00 mill. €",Real Madrid,2008_09
Javier Saviola,"5,00 mill. €",Real Madrid,2008_09
Alberto Bueno,-,Real Madrid,2008_09
Ruud van Nistelrooy,"28,00 mill. €",Real Madrid,2008_09
Klaas-Jan Huntelaar,"20,00 mill. €",Real Madrid,2008_09
Gonzalo Higuaín,"20,00 mill. €",Real Madrid,2008_09
Asier Riesgo,"4,00 mill. €",Recreativo,2008_09
Roberto,"1,00 mill. €",Recreativo,2008_09
César Arzo,"4,00 mill. €",Recreativo,2008_09
Nasief Morris,"2,60 mill. €",Recreativo,2008_09
Iago Bouzón,"2,00 mill. €",Recreativo,2008_09
Alain Nef,"1,40 mill. €",Recreativo,2008_09
Andrés Lamas,800 mil €,Recreativo,2008_09
Beto,800 mil €,Recreativo,2008_09
Quique Álvarez,500 mil €,Recreativo,2008_09
Cristobal,-,Recreativo,2008_09
Aitor Tornavaca,"1,80 mill. €",Recreativo,2008_09
Poli,"1,20 mill. €",Recreativo,2008_09
José Manuel Casado,900 mil €,Recreativo,2008_09
Pablo Oliveira,500 mil €,Recreativo,2008_09
Juan Aranda,-,Recreativo,2008_09
Javi Fuego,"1,60 mill. €",Recreativo,2008_09
José Ignacio Zahinos,"1,00 mill. €",Recreativo,2008_09
Jesús Vázquez,"2,80 mill. €",Recreativo,2008_09
Rafa Barber,800 mil €,Recreativo,2008_09
Sebastián Nayar,700 mil €,Recreativo,2008_09
Sisi González,"4,00 mill. €",Recreativo,2008_09
Cristian Maidana,"2,00 mill. €",Recreativo,2008_09
Joselito,100 mil €,Recreativo,2008_09
Kanga Akalé,"3,00 mill. €",Recreativo,2008_09
Mario Pizarraya,-,Recreativo,2008_09
Javier Camuñas,"3,00 mill. €",Recreativo,2008_09
Juan Villar,-,Recreativo,2008_09
Adrián Colunga,"3,00 mill. €",Recreativo,2008_09
Marco Ruben,"3,00 mill. €",Recreativo,2008_09
Javi Guerrero,"2,00 mill. €",Recreativo,2008_09
Ersen Martin,"1,40 mill. €",Recreativo,2008_09
Andrés Palop,"5,00 mill. €",Sevilla,2008_09
Javi Varas,"1,00 mill. €",Sevilla,2008_09
Pablo Vargas,300 mil €,Sevilla,2008_09
Juan Martín,100 mil €,Sevilla,2008_09
Sébastien Squillaci,"15,00 mill. €",Sevilla,2008_09
Federico Fazio,"6,00 mill. €",Sevilla,2008_09
Julien Escudé,"5,00 mill. €",Sevilla,2008_09
Aquivaldo Mosquera,"4,00 mill. €",Sevilla,2008_09
David Prieto,"3,00 mill. €",Sevilla,2008_09
José Crespo,"2,80 mill. €",Sevilla,2008_09
Ivica Dragutinovic,"2,00 mill. €",Sevilla,2008_09
Javi Navarro,-,Sevilla,2008_09
Adriano,"18,00 mill. €",Sevilla,2008_09
Fernando Navarro,"9,00 mill. €",Sevilla,2008_09
Jesús Navas,"17,00 mill. €",Sevilla,2008_09
Abdoulay Konko,"6,00 mill. €",Sevilla,2008_09
Romaric,"10,00 mill. €",Sevilla,2008_09
Aldo Duscher,"6,00 mill. €",Sevilla,2008_09
Renato,"9,00 mill. €",Sevilla,2008_09
Enzo Maresca,"5,00 mill. €",Sevilla,2008_09
Miguel Ángel Cordero,600 mil €,Sevilla,2008_09
Tom De Mul,"2,80 mill. €",Sevilla,2008_09
José Carlos,500 mil €,Sevilla,2008_09
Diego Capel,"14,00 mill. €",Sevilla,2008_09
Lautaro Acosta,"4,00 mill. €",Sevilla,2008_09
Diego Perotti,"2,00 mill. €",Sevilla,2008_09
Emiliano Armenteros,"1,60 mill. €",Sevilla,2008_09
Hugo Rodríguez,-,Sevilla,2008_09
Luís Fabiano,"22,00 mill. €",Sevilla,2008_09
Frédéric Kanouté,"22,00 mill. €",Sevilla,2008_09
Arouna Koné,"5,00 mill. €",Sevilla,2008_09
Javier Chevantón,"3,40 mill. €",Sevilla,2008_09
Teemu Pukki,600 mil €,Sevilla,2008_09
Fernando Rodríguez,-,Sevilla,2008_09
Enrique Carreño,-,Sevilla,2008_09
Renan Soares,"6,00 mill. €",Valencia,2008_09
Timo Hildebrand,"4,00 mill. €",Valencia,2008_09
César Sánchez,"1,00 mill. €",Valencia,2008_09
Vicente Guaita,500 mil €,Valencia,2008_09
Salva de la Cruz,-,Valencia,2008_09
Carlos Marchena,"10,00 mill. €",Valencia,2008_09
Raúl Albiol,"9,00 mill. €",Valencia,2008_09
Emiliano Moretti,"8,00 mill. €",Valencia,2008_09
Alexis Ruano,"7,00 mill. €",Valencia,2008_09
Iván Helguera,"2,00 mill. €",Valencia,2008_09
Carlos David,-,Valencia,2008_09
Arturo Navarro,-,Valencia,2008_09
Asier del Horno,"2,40 mill. €",Valencia,2008_09
Thiago Carleto,600 mil €,Valencia,2008_09
Jaume Costa,-,Valencia,2008_09
Miguel,"8,00 mill. €",Valencia,2008_09
Curro Torres,400 mil €,Valencia,2008_09
Ximo Navarro,-,Valencia,2008_09
Hedwiges Maduro,"6,00 mill. €",Valencia,2008_09
David Albelda,"6,00 mill. €",Valencia,2008_09
Rubén Baraja,"5,00 mill. €",Valencia,2008_09
Edú Gaspar,"4,00 mill. €",Valencia,2008_09
Hugo Viana,"2,40 mill. €",Valencia,2008_09
Míchel Herrero,600 mil €,Valencia,2008_09
Carles Martínez,-,Valencia,2008_09
David Silva,"22,00 mill. €",Valencia,2008_09
Juan Mata,"15,00 mill. €",Valencia,2008_09
