name,market_value,team,Season
Carlos Domínguez,"3,00 mill. €",Celta,2023_24
Javi Rodríguez,250 mil €,Celta,2023_24
Yoel Lago,200 mil €,Celta,2023_24
Javi Domínguez,150 mil €,Celta,2023_24
Manu Sánchez,"8,00 mill. €",Celta,2023_24
Mihailo Ristic,"1,00 mill. €",Celta,2023_24
Joel López,200 mil €,Celta,2023_24
Óscar Mingueza,"8,00 mill. €",Celta,2023_24
Javier Manquillo,"1,80 mill. €",Celta,2023_24
Kevin Vázquez,800 mil €,Celta,2023_24
Javi Rueda,250 mil €,Celta,2023_24
Renato Tapia,"5,00 mill. €",Celta,2023_24
Jailson,"1,50 mill. €",Celta,2023_24
Damián Rodríguez,500 mil €,Celta,2023_24
Fran Beltrán,"6,00 mill. €",Celta,2023_24
Luca de la Torre,"3,00 mill. €",Celta,2023_24
Hugo Sotelo,"2,50 mill. €",Celta,2023_24
Carlos Dotor,"2,00 mill. €",Celta,2023_24
Gabri Veiga,"25,00 mill. €",Celta,2023_24
Jonathan Bamba,"9,00 mill. €",Celta,2023_24
Williot Swedberg,"5,00 mill. €",Celta,2023_24
Hugo Álvarez,"1,50 mill. €",Celta,2023_24
Franco Cervi,"1,50 mill. €",Celta,2023_24
Tadeo Allende,"4,00 mill. €",Celta,2023_24
Carles Pérez,"2,50 mill. €",Celta,2023_24
Miguel Rodríguez,800 mil €,Celta,2023_24
Jørgen Strand Larsen,"25,00 mill. €",Celta,2023_24
Anastasios Douvikas,"6,00 mill. €",Celta,2023_24
Iago Aspas,"3,00 mill. €",Celta,2023_24
Gonçalo Paciência,"1,50 mill. €",Celta,2023_24
Filip Jørgensen,"20,00 mill. €",Villarreal,2023_24
Iker Álvarez,800 mil €,Villarreal,2023_24
Pepe Reina,600 mil €,Villarreal,2023_24
Juan Foyth,"15,00 mill. €",Villarreal,2023_24
Matteo Gabbia,"8,00 mill. €",Villarreal,2023_24
Yerson Mosquera,"6,00 mill. €",Villarreal,2023_24
Jorge Cuenca,"6,00 mill. €",Villarreal,2023_24
Eric Bailly,"3,00 mill. €",Villarreal,2023_24
Stefan Leković,"1,80 mill. €",Villarreal,2023_24
Aïssa Mandi,"1,80 mill. €",Villarreal,2023_24
Raúl Albiol,"1,50 mill. €",Villarreal,2023_24
Antonio Espigares,500 mil €,Villarreal,2023_24
Abraham del Moral,100 mil €,Villarreal,2023_24
Alfonso Pedraza,"5,00 mill. €",Villarreal,2023_24
Alberto Moreno,"1,80 mill. €",Villarreal,2023_24
Carlos Romero,"1,50 mill. €",Villarreal,2023_24
Adrià Altimira,"2,00 mill. €",Villarreal,2023_24
Kiko Femenía,"1,40 mill. €",Villarreal,2023_24
Daniel Budesca,-,Villarreal,2023_24
Étienne Capoue,"1,50 mill. €",Villarreal,2023_24
Francis Coquelin,"1,50 mill. €",Villarreal,2023_24
Santi Comesaña,"6,00 mill. €",Villarreal,2023_24
Ramón Terrats,"4,00 mill. €",Villarreal,2023_24
Dani Parejo,"2,50 mill. €",Villarreal,2023_24
Manu Trigueros,"1,50 mill. €",Villarreal,2023_24
Dani Requena,400 mil €,Villarreal,2023_24
Denis Suárez,"1,50 mill. €",Villarreal,2023_24
Álex Baena,"40,00 mill. €",Villarreal,2023_24
Gonçalo Guedes,"15,00 mill. €",Villarreal,2023_24
Diego Collado,800 mil €,Villarreal,2023_24
Yéremy Pino,"30,00 mill. €",Villarreal,2023_24
Ilias Akhomach,"15,00 mill. €",Villarreal,2023_24
Bertrand Traoré,"9,00 mill. €",Villarreal,2023_24
Alexander Sørloth,"25,00 mill. €",Villarreal,2023_24
Gerard Moreno,"10,00 mill. €",Villarreal,2023_24
Ben Brereton Díaz,"8,00 mill. €",Villarreal,2023_24
Álex Forés,"1,50 mill. €",Villarreal,2023_24
José Luis Morales,"1,50 mill. €",Villarreal,2023_24
Jorge Pascual,"1,00 mill. €",Villarreal,2023_24
Rui Silva,"8,00 mill. €",Betis,2023_24
Claudio Bravo,800 mil €,Betis,2023_24
Fran Vieites,500 mil €,Betis,2023_24
Guilherme Fernandes,150 mil €,Betis,2023_24
Germán García,25 mil €,Betis,2023_24
Chadi Riad,"15,00 mill. €",Betis,2023_24
Luiz Felipe,"13,00 mill. €",Betis,2023_24
Germán Pezzella,"3,00 mill. €",Betis,2023_24
Nobel Mendy,"1,00 mill. €",Betis,2023_24
Marc Bartra,"1,00 mill. €",Betis,2023_24
Sokratis,700 mil €,Betis,2023_24
Ricardo Visus,150 mil €,Betis,2023_24
Juan Miranda,"9,00 mill. €",Betis,2023_24
Abner,"7,00 mill. €",Betis,2023_24
Xavi Pleguezuelo,100 mil €,Betis,2023_24
Héctor Bellerín,"4,00 mill. €",Betis,2023_24
Youssouf Sabaly,"2,50 mill. €",Betis,2023_24
Pablo Busto,500 mil €,Betis,2023_24
Guido Rodríguez,"20,00 mill. €",Betis,2023_24
Marc Roca,"9,00 mill. €",Betis,2023_24
William Carvalho,"3,00 mill. €",Betis,2023_24
Paul Akouokou,"1,50 mill. €",Betis,2023_24
Johnny Cardoso,"25,00 mill. €",Betis,2023_24
Pablo Fornals,"14,00 mill. €",Betis,2023_24
Sergi Altimira,"2,50 mill. €",Betis,2023_24
Andrés Guardado,"1,00 mill. €",Betis,2023_24
Ginés Sorroche,300 mil €,Betis,2023_24
Quique Fernández,150 mil €,Betis,2023_24
Nabil Fekir,"10,00 mill. €",Betis,2023_24
Isco,"8,00 mill. €",Betis,2023_24
Dani Pérez,500 mil €,Betis,2023_24
Assane Diao,"12,00 mill. €",Betis,2023_24
Abde Ezzalzouli,"9,00 mill. €",Betis,2023_24
Juan Cruz,"1,50 mill. €",Betis,2023_24
Luiz Henrique,"12,00 mill. €",Betis,2023_24
Aitor Ruibal,"3,50 mill. €",Betis,2023_24
Rodri Sánchez,"3,00 mill. €",Betis,2023_24
Ayoze Pérez,"7,00 mill. €",Betis,2023_24
Borja Iglesias,"5,00 mill. €",Betis,2023_24
Willian José,"5,00 mill. €",Betis,2023_24
Chimy Ávila,"3,00 mill. €",Betis,2023_24
Cédric Bakambu,"2,50 mill. €",Betis,2023_24
David Soria,"5,00 mill. €",Getafe,2023_24
Daniel Fuzato,900 mil €,Getafe,2023_24
Jorge Benito,25 mil €,Getafe,2023_24
Djordjije Medenica,-,Getafe,2023_24
Gastón Álvarez,"15,00 mill. €",Getafe,2023_24
Omar Alderete,"5,00 mill. €",Getafe,2023_24
Dakonam Djené,"2,50 mill. €",Getafe,2023_24
Domingos Duarte,"2,00 mill. €",Getafe,2023_24
Stefan Mitrovic,"1,30 mill. €",Getafe,2023_24
Nabil Aberdin,100 mil €,Getafe,2023_24
Sergio Gimeno,50 mil €,Getafe,2023_24
Diego Rico,"1,50 mill. €",Getafe,2023_24
Fabrizio Angileri,"1,00 mill. €",Getafe,2023_24
Jordi Martín,600 mil €,Getafe,2023_24
Gorka Rivera,100 mil €,Getafe,2023_24
Alejandro Herranz,25 mil €,Getafe,2023_24
José Ángel Carmona,"3,50 mill. €",Getafe,2023_24
Juan Iglesias,"2,50 mill. €",Getafe,2023_24
Damián Suárez,650 mil €,Getafe,2023_24
Nemanja Maksimovic,"6,00 mill. €",Getafe,2023_24
Mauro Arambarri,"5,00 mill. €",Getafe,2023_24
Luis Milla,"3,50 mill. €",Getafe,2023_24
Carles Aleñá,"3,00 mill. €",Getafe,2023_24
Ilaix Moriba,"3,00 mill. €",Getafe,2023_24
Yellu Santiago,"1,00 mill. €",Getafe,2023_24
John Patrick,200 mil €,Getafe,2023_24
Facu Esnáider,100 mil €,Getafe,2023_24
Óscar Rodríguez,"2,50 mill. €",Getafe,2023_24
Santi García,200 mil €,Getafe,2023_24
Diego López,100 mil €,Getafe,2023_24
Alberto Risco,-,Getafe,2023_24
Jeremy Jorge,200 mil €,Getafe,2023_24
Yassin Tallal,50 mil €,Getafe,2023_24
Mason Greenwood,"25,00 mill. €",Getafe,2023_24
Portu,"3,50 mill. €",Getafe,2023_24
Enes Ünal,"18,00 mill. €",Getafe,2023_24
Borja Mayoral,"15,00 mill. €",Getafe,2023_24
Juanmi Latasa,"2,80 mill. €",Getafe,2023_24
Choco Lozano,"1,20 mill. €",Getafe,2023_24
Jaime Mata,900 mil €,Getafe,2023_24
Sergio Herrera,"6,00 mill. €",Osasuna,2023_24
Aitor Fernández,"1,80 mill. €",Osasuna,2023_24
Pablo Valencia,200 mil €,Osasuna,2023_24
Dimitrios Stamatakis,200 mil €,Osasuna,2023_24
David García,"10,00 mill. €",Osasuna,2023_24
Jorge Herrando,"6,00 mill. €",Osasuna,2023_24
Alejandro Catena,"4,00 mill. €",Osasuna,2023_24
Unai García,"1,20 mill. €",Osasuna,2023_24
Jorge Moreno,500 mil €,Osasuna,2023_24
Juan Cruz,"2,20 mill. €",Osasuna,2023_24
Johan Mojica,"2,20 mill. €",Osasuna,2023_24
Jesús Areso,"7,50 mill. €",Osasuna,2023_24
Rubén Peña,"2,20 mill. €",Osasuna,2023_24
Nacho Vidal,"2,00 mill. €",Osasuna,2023_24
Iñigo Arguibide,150 mil €,Osasuna,2023_24
Iker Muñoz,"5,00 mill. €",Osasuna,2023_24
Lucas Torró,"4,00 mill. €",Osasuna,2023_24
Jon Moncayola,"7,00 mill. €",Osasuna,2023_24
Pablo Ibáñez,"2,50 mill. €",Osasuna,2023_24
Darko Brasanac,"1,40 mill. €",Osasuna,2023_24
Asier Osambela,500 mil €,Osasuna,2023_24
Aimar Oroz,"15,00 mill. €",Osasuna,2023_24
Javi Martínez,"1,20 mill. €",Osasuna,2023_24
Xabi Huarte,200 mil €,Osasuna,2023_24
Moi Gómez,"3,50 mill. €",Osasuna,2023_24
José Manuel Arnáiz,"2,00 mill. €",Osasuna,2023_24
Rubén García,"2,50 mill. €",Osasuna,2023_24
Kike Barja,"2,00 mill. €",Osasuna,2023_24
Ante Budimir,"5,00 mill. €",Osasuna,2023_24
Raúl García,"4,00 mill. €",Osasuna,2023_24
Chimy Ávila,"3,00 mill. €",Osasuna,2023_24
Max Svensson,400 mil €,Osasuna,2023_24
Conan Ledesma,"5,00 mill. €",Cádiz,2023_24
David Gil,700 mil €,Cádiz,2023_24
Victor Aznar,100 mil €,Cádiz,2023_24
Nando Almodóvar,50 mil €,Cádiz,2023_24
Fali,"2,00 mill. €",Cádiz,2023_24
Víctor Chust,"2,00 mill. €",Cádiz,2023_24
Aiham Ousou,"1,80 mill. €",Cádiz,2023_24
Jorge Meré,"1,00 mill. €",Cádiz,2023_24
Luis Hernández,500 mil €,Cádiz,2023_24
Momo Mbaye,400 mil €,Cádiz,2023_24
Álex Morata,150 mil €,Cádiz,2023_24
Adri Miranda,100 mil €,Cádiz,2023_24
Adrián Salguero,100 mil €,Cádiz,2023_24
Javi Hernández,"2,50 mill. €",Cádiz,2023_24
Lucas Pires,"2,00 mill. €",Cádiz,2023_24
Julio Cabrera,150 mil €,Cádiz,2023_24
Iván Alejo,"1,50 mill. €",Cádiz,2023_24
Iza Carcelén,"1,50 mill. €",Cádiz,2023_24
Joseba Zaldua,900 mil €,Cádiz,2023_24
Diadié Samassékou,"2,00 mill. €",Cádiz,2023_24
José Mari,200 mil €,Cádiz,2023_24
Rominigue Kouamé,"2,00 mill. €",Cádiz,2023_24
Rubén Alcaraz,"1,50 mill. €",Cádiz,2023_24
Álex Fernández,"1,50 mill. €",Cádiz,2023_24
Gonzalo Escalante,"1,50 mill. €",Cádiz,2023_24
Fede San Emeterio,"1,50 mill. €",Cádiz,2023_24
Álvaro Bastida,300 mil €,Cádiz,2023_24
Martín Calderón,200 mil €,Cádiz,2023_24
Moussa Diakité,150 mil €,Cádiz,2023_24
Juanmi,"6,00 mill. €",Cádiz,2023_24
Darwin Machís,"2,00 mill. €",Cádiz,2023_24
Brian Ocampo,900 mil €,Cádiz,2023_24
José Antonio de la Rosa,300 mil €,Cádiz,2023_24
Robert Navarro,"6,00 mill. €",Cádiz,2023_24
Nico Njalla,150 mil €,Cádiz,2023_24
Chris Ramos,"4,00 mill. €",Cádiz,2023_24
Milutin Osmajic,"2,00 mill. €",Cádiz,2023_24
Maxi Gómez,"2,00 mill. €",Cádiz,2023_24
Rubén Sobrino,"1,40 mill. €",Cádiz,2023_24
Roger Martí,"1,20 mill. €",Cádiz,2023_24
Sergi Guardiola,800 mil €,Cádiz,2023_24
Karl Etta Eyong,300 mil €,Cádiz,2023_24
Álvaro Negredo,300 mil €,Cádiz,2023_24
Borja Vázquez,50 mil €,Cádiz,2023_24
Predrag Rajković,"10,00 mill. €",Mallorca,2023_24
Dominik Greif,"2,50 mill. €",Mallorca,2023_24
Iván Cuéllar,100 mil €,Mallorca,2023_24
Pere García,50 mil €,Mallorca,2023_24
Alex Quevedo,-,Mallorca,2023_24
Martin Valjent,"6,00 mill. €",Mallorca,2023_24
José Copete,"2,80 mill. €",Mallorca,2023_24
Siebe Van der Heyden,"2,00 mill. €",Mallorca,2023_24
Antonio Raíllo,"2,00 mill. €",Mallorca,2023_24
Matija Nastasić,"1,50 mill. €",Mallorca,2023_24
David López,100 mil €,Mallorca,2023_24
Toni Lato,"3,50 mill. €",Mallorca,2023_24
Jaume Costa,900 mil €,Mallorca,2023_24
Marcos Fernández,50 mil €,Mallorca,2023_24
Pablo Maffeo,"5,00 mill. €",Mallorca,2023_24
Giovanni González,"3,00 mill. €",Mallorca,2023_24
Nacho Vidal,"2,00 mill. €",Mallorca,2023_24
Carles Sogorb,-,Mallorca,2023_24
Yuzún Ley,-,Mallorca,2023_24
Samú Costa,"10,00 mill. €",Mallorca,2023_24
Omar Mascarell,"1,00 mill. €",Mallorca,2023_24
Sergi Darder,"6,00 mill. €",Mallorca,2023_24
Manu Morlanes,"2,50 mill. €",Mallorca,2023_24
Antonio Sánchez,"2,50 mill. €",Mallorca,2023_24
Rubén Quintanilla,50 mil €,Mallorca,2023_24
Dani Rodríguez,"1,00 mill. €",Mallorca,2023_24
Daniel Luna,300 mil €,Mallorca,2023_24
Nemanja Radonjić,"2,80 mill. €",Mallorca,2023_24
Javi Llabrés,700 mil €,Mallorca,2023_24
Amath Ndiaye,"1,50 mill. €",Mallorca,2023_24
Miguelito,50 mil €,Mallorca,2023_24
Vedat Muriqi,"12,00 mill. €",Mallorca,2023_24
Cyle Larin,"4,00 mill. €",Mallorca,2023_24
Abdón Prats,"1,80 mill. €",Mallorca,2023_24
Pau Mascaró,-,Mallorca,2023_24
Stole Dimitrievski,"4,00 mill. €",Rayo Vallecano,2023_24
Dani Cárdenas,"1,80 mill. €",Rayo Vallecano,2023_24
Miguel Ángel Morro,600 mil €,Rayo Vallecano,2023_24
Florian Lejeune,"3,00 mill. €",Rayo Vallecano,2023_24
Abdul Mumin,"2,50 mill. €",Rayo Vallecano,2023_24
Aridane Hernández,800 mil €,Rayo Vallecano,2023_24
Jorge Moreno,500 mil €,Rayo Vallecano,2023_24
Martín Pascual,300 mil €,Rayo Vallecano,2023_24
Alfonso Espino,"2,40 mill. €",Rayo Vallecano,2023_24
Pep Chavarría,"2,00 mill. €",Rayo Vallecano,2023_24
Iván Balliu,"2,00 mill. €",Rayo Vallecano,2023_24
Andrei Rațiu,"1,40 mill. €",Rayo Vallecano,2023_24
Miguel Crespo,"4,00 mill. €",Rayo Vallecano,2023_24
Óscar Valentín,"4,00 mill. €",Rayo Vallecano,2023_24
Kike Pérez,"3,00 mill. €",Rayo Vallecano,2023_24
Unai López,"3,00 mill. €",Rayo Vallecano,2023_24
Pathé Ciss,"2,50 mill. €",Rayo Vallecano,2023_24
Diego Méndez,-,Rayo Vallecano,2023_24
Randy Nteka,"1,50 mill. €",Rayo Vallecano,2023_24
José Pozo,"1,00 mill. €",Rayo Vallecano,2023_24
Óscar Trejo,"1,00 mill. €",Rayo Vallecano,2023_24
Álvaro García,"3,00 mill. €",Rayo Vallecano,2023_24
Bebé,600 mil €,Rayo Vallecano,2023_24
Pablo Muñoz,50 mil €,Rayo Vallecano,2023_24
Jorge de Frutos,"4,00 mill. €",Rayo Vallecano,2023_24
Salvi Sánchez,"1,20 mill. €",Rayo Vallecano,2023_24
Isi Palazón,"8,00 mill. €",Rayo Vallecano,2023_24
Sergio Camello,"3,00 mill. €",Rayo Vallecano,2023_24
Raúl de Tomás,"2,00 mill. €",Rayo Vallecano,2023_24
Radamel Falcao,800 mil €,Rayo Vallecano,2023_24
Luís Maximiano,"5,00 mill. €",Almería,2023_24
Fernando Martínez,700 mil €,Almería,2023_24
Diego Mariño,300 mil €,Almería,2023_24
Bruno Iribarne,-,Almería,2023_24
Srdjan Babic,"4,00 mill. €",Almería,2023_24
Edgar González,"3,00 mill. €",Almería,2023_24
César Montes,"3,00 mill. €",Almería,2023_24
Kaiky,"2,00 mill. €",Almería,2023_24
Chumi,"2,00 mill. €",Almería,2023_24
Aleksandar Radovanovic,900 mil €,Almería,2023_24
Paco Sanz,-,Almería,2023_24
Sergio Akieme,"7,00 mill. €",Almería,2023_24
Bruno Langa,"1,50 mill. €",Almería,2023_24
Álex Centelles,"1,20 mill. €",Almería,2023_24
Arvin Appiah,400 mil €,Almería,2023_24
Marc Pubill,"4,00 mill. €",Almería,2023_24
Álex Pozo,"2,00 mill. €",Almería,2023_24
Houboulang Mendes,700 mil €,Almería,2023_24
Miguel Peña,-,Almería,2023_24
Carlos Ballestero,-,Almería,2023_24
Dion Lopy,"10,00 mill. €",Almería,2023_24
Lucas Robertone,"7,00 mill. €",Almería,2023_24
Iddrisu Baba,"2,20 mill. €",Almería,2023_24
Arnau Puigmal,"1,80 mill. €",Almería,2023_24
Gonzalo Melero,"1,80 mill. €",Almería,2023_24
Marcos Peña,"1,00 mill. €",Almería,2023_24
Gui Guedes,900 mil €,Almería,2023_24
Martin Svidersky,300 mil €,Almería,2023_24
Sergio Arribas,"10,00 mill. €",Almería,2023_24
Jonathan Viera,"1,00 mill. €",Almería,2023_24
Largie Ramazani,"5,00 mill. €",Almería,2023_24
Lázaro,"3,50 mill. €",Almería,2023_24
Luka Romero,"5,00 mill. €",Almería,2023_24
Adrián Embarba,"1,80 mill. €",Almería,2023_24
Luis Suárez,"3,50 mill. €",Almería,2023_24
Ibrahima Koné,"2,50 mill. €",Almería,2023_24
Léo Baptistão,"1,50 mill. €",Almería,2023_24
Choco Lozano,"1,20 mill. €",Almería,2023_24
Marko Milovanović,900 mil €,Almería,2023_24
Marciano Sanca,800 mil €,Almería,2023_24
Rachad Fettal,-,Almería,2023_24
Paulo Gazzaniga,"4,00 mill. €",Girona,2023_24
Toni Fuidias,300 mil €,Girona,2023_24
Juan Carlos,200 mil €,Girona,2023_24
Eric García,"20,00 mill. €",Girona,2023_24
Santiago Bueno,"8,00 mill. €",Girona,2023_24
Daley Blind,"3,00 mill. €",Girona,2023_24
David López,"2,50 mill. €",Girona,2023_24
Juanpe,"1,00 mill. €",Girona,2023_24
Bernardo Espinosa,550 mil €,Girona,2023_24
Eric Monjonell,200 mil €,Girona,2023_24
Antal Yaakobishvili,-,Girona,2023_24
Miguel Gutiérrez,"25,00 mill. €",Girona,2023_24
Arnau Martínez,"10,00 mill. €",Girona,2023_24
Ibrahima Kébé,500 mil €,Girona,2023_24
Selvi Clua,-,Girona,2023_24
Aleix García,"25,00 mill. €",Girona,2023_24
Yangel Herrera,"25,00 mill. €",Girona,2023_24
Jhon Solís,"3,00 mill. €",Girona,2023_24
Enric García,-,Girona,2023_24
Yan Couto,"25,00 mill. €",Girona,2023_24
Iván Martín,"15,00 mill. €",Girona,2023_24
Pablo Torre,"3,00 mill. €",Girona,2023_24
Borja García,800 mil €,Girona,2023_24
Ricard Artero,-,Girona,2023_24
Savinho,"50,00 mill. €",Girona,2023_24
Toni Villa,"1,50 mill. €",Girona,2023_24
Alex Almansa,-,Girona,2023_24
Juan Arango,-,Girona,2023_24
Jastin Garcia,-,Girona,2023_24
Viktor Tsygankov,"30,00 mill. €",Girona,2023_24
Portu,"3,50 mill. €",Girona,2023_24
Valery Fernández,"2,50 mill. €",Girona,2023_24
Iker Almena,-,Girona,2023_24
Manu Vallejo,"1,50 mill. €",Girona,2023_24
Artem Dovbyk,"35,00 mill. €",Girona,2023_24
Cristhian Stuani,"1,80 mill. €",Girona,2023_24
Carles Garrido,50 mil €,Girona,2023_24
Augusto Batalla,"5,00 mill. €",Granada,2023_24
André Ferreira,800 mil €,Granada,2023_24
Marc Martínez,300 mil €,Granada,2023_24
Adri López,200 mil €,Granada,2023_24
Raúl Fernández,200 mil €,Granada,2023_24
Pol Tristán,100 mil €,Granada,2023_24
Fran Árbol,-,Granada,2023_24
Bruno Méndez,"5,00 mill. €",Granada,2023_24
Raúl Torrente,"3,00 mill. €",Granada,2023_24
Kamil Piatkowski,"2,50 mill. €",Granada,2023_24
Miguel Rubio,"1,50 mill. €",Granada,2023_24
Ignasi Miquel,"1,20 mill. €",Granada,2023_24
Jesús Vallejo,"1,00 mill. €",Granada,2023_24
Miki Bosch,100 mil €,Granada,2023_24
Álvaro Carreras,"7,00 mill. €",Granada,2023_24
Faitout Maouassa,"4,00 mill. €",Granada,2023_24
Carlos Neva,"2,50 mill. €",Granada,2023_24
Miguel Ángel Brau,150 mil €,Granada,2023_24
Ricard Sánchez,"2,50 mill. €",Granada,2023_24
Wilson Manafá,"1,30 mill. €",Granada,2023_24
Víctor Díaz,400 mil €,Granada,2023_24
Gerard Gumbau,"3,00 mill. €",Granada,2023_24
Martin Hongla,"2,50 mill. €",Granada,2023_24
Njegos Petrovic,"2,50 mill. €",Granada,2023_24
Gonzalo Villar,"3,00 mill. €",Granada,2023_24
Sergio Ruiz,"2,00 mill. €",Granada,2023_24
Lass Sangaré,150 mil €,Granada,2023_24
Óscar Melendo,"2,00 mill. €",Granada,2023_24
Mario González,150 mil €,Granada,2023_24
Bryan Zaragoza,"12,00 mill. €",Granada,2023_24
Myrto Uzuni,"8,00 mill. €",Granada,2023_24
Kamil Jozwiak,"2,00 mill. €",Granada,2023_24
Alberto Perea,450 mil €,Granada,2023_24
Sergio Rodelas,200 mil €,Granada,2023_24
Facundo Pellistri,"8,00 mill. €",Granada,2023_24
Antonio Puertas,"2,00 mill. €",Granada,2023_24
Theo Corbeanu,"1,50 mill. €",Granada,2023_24
José Callejón,800 mil €,Granada,2023_24
Alberto Soro,700 mil €,Granada,2023_24
Pablo Sáenz,150 mil €,Granada,2023_24
Samu Aghehowa,"35,00 mill. €",Granada,2023_24
Lucas Boyé,"7,00 mill. €",Granada,2023_24
Matías Arezo,"7,00 mill. €",Granada,2023_24
Shon Weissman,"1,70 mill. €",Granada,2023_24
Famara Diédhiou,500 mil €,Granada,2023_24
Eghosa Bello,50 mil €,Granada,2023_24
Álvaro Valles,"12,00 mill. €",Las Palmas,2023_24
Aarón Escandell,"1,00 mill. €",Las Palmas,2023_24
Ale Gorrin,-,Las Palmas,2023_24
Álvaro Killane,-,Las Palmas,2023_24
Mika Mármol,"15,00 mill. €",Las Palmas,2023_24
Saúl Coco,"8,00 mill. €",Las Palmas,2023_24
Álex Suárez,"1,20 mill. €",Las Palmas,2023_24
Juanma Herzog,"1,00 mill. €",Las Palmas,2023_24
Eric Curbelo,800 mil €,Las Palmas,2023_24
Sergi Cardona,"6,00 mill. €",Las Palmas,2023_24
Daley Sinkgraven,"1,00 mill. €",Las Palmas,2023_24
Gabriel Palmero,-,Las Palmas,2023_24
Julián Araujo,"8,00 mill. €",Las Palmas,2023_24
Marvin Park,"2,00 mill. €",Las Palmas,2023_24
Álvaro Lemos,700 mil €,Las Palmas,2023_24
Máximo Perrone,"9,00 mill. €",Las Palmas,2023_24
Nuke Mfulu,700 mil €,Las Palmas,2023_24
Enzo Loiodice,"4,00 mill. €",Las Palmas,2023_24
Javi Muñoz,"3,00 mill. €",Las Palmas,2023_24
José Campaña,"1,50 mill. €",Las Palmas,2023_24
Fabio González,500 mil €,Las Palmas,2023_24
Iñaki González,-,Las Palmas,2023_24
Aboubacar Bassinga,-,Las Palmas,2023_24
Kirian Rodríguez,"12,00 mill. €",Las Palmas,2023_24
Munir El Haddadi,"2,50 mill. €",Las Palmas,2023_24
Jonathan Viera,"1,00 mill. €",Las Palmas,2023_24
Yadam Santana,-,Las Palmas,2023_24
Alberto Moleiro,"15,00 mill. €",Las Palmas,2023_24
Benito Ramírez,600 mil €,Las Palmas,2023_24
Pejiño,"1,20 mill. €",Las Palmas,2023_24
Sandro Ramírez,"1,50 mill. €",Las Palmas,2023_24
Sory Kaba,"1,50 mill. €",Las Palmas,2023_24
Marc Cardona,"1,40 mill. €",Las Palmas,2023_24
Cristian Herrera,300 mil €,Las Palmas,2023_24
Pau Ferrer,-,Las Palmas,2023_24
Antonio Sivera,"6,00 mill. €",Alavés,2023_24
Jesús Owono,"1,00 mill. €",Alavés,2023_24
Adrián Rodríguez,150 mil €,Alavés,2023_24
Gaizka García,100 mil €,Alavés,2023_24
Rubén Montero,-,Alavés,2023_24
Abdel Abqar,"7,50 mill. €",Alavés,2023_24
Rafa Marín,"7,50 mill. €",Alavés,2023_24
Rubén Duarte,"3,00 mill. €",Alavés,2023_24
Nikola Maras,"1,20 mill. €",Alavés,2023_24
Aleksandar Sedlar,400 mil €,Alavés,2023_24
Álvaro García,150 mil €,Alavés,2023_24
Javi López,"7,50 mill. €",Alavés,2023_24
Victor Parada,200 mil €,Alavés,2023_24
Eneko Ortiz,150 mil €,Alavés,2023_24
Andoni Gorosabel,"5,00 mill. €",Alavés,2023_24
Nahuel Tenaglia,"2,00 mill. €",Alavés,2023_24
Egoitz Muñoz,200 mil €,Alavés,2023_24
Joseda Álvarez,100 mil €,Alavés,2023_24
Antonio Blanco,"7,50 mill. €",Alavés,2023_24
Carlos Protesoni,"1,50 mill. €",Alavés,2023_24
Tomás Mendes,200 mil €,Alavés,2023_24
Ander Guevara,"5,00 mill. €",Alavés,2023_24
Jon Guridi,"4,00 mill. €",Alavés,2023_24
Selu Diallo,200 mil €,Alavés,2023_24
Ianis Hagi,"2,00 mill. €",Alavés,2023_24
Ander Sánchez,100 mil €,Alavés,2023_24
Luis Rioja,"4,00 mill. €",Alavés,2023_24
Abde Rebbach,800 mil €,Alavés,2023_24
José de León,200 mil €,Alavés,2023_24
Álex Sola,"4,00 mill. €",Alavés,2023_24
Carlos Vicente,"4,00 mill. €",Alavés,2023_24
Giuliano Simeone,"3,00 mill. €",Alavés,2023_24
Xeber Alkain,"1,50 mill. €",Alavés,2023_24
Unai Ropero,500 mil €,Alavés,2023_24
Samu Aghehowa,"35,00 mill. €",Alavés,2023_24
Miguel de la Fuente,"2,50 mill. €",Alavés,2023_24
Jon Karrikaburu,"2,50 mill. €",Alavés,2023_24
Mamadou Sylla,"1,50 mill. €",Alavés,2023_24
Kike García,"1,00 mill. €",Alavés,2023_24
Joaquín Panichelli,300 mil €,Alavés,2023_24
Giorgi Gagua,250 mil €,Alavés,2023_24
Unai Simón,"28,00 mill. €",Athletic,2024_25
Julen Agirrezabala,"15,00 mill. €",Athletic,2024_25
Álex Padilla,"3,00 mill. €",Athletic,2024_25
Oier Gastesi,150 mil €,Athletic,2024_25
Dani Vivian,"40,00 mill. €",Athletic,2024_25
Aitor Paredes,"22,00 mill. €",Athletic,2024_25
Yeray Álvarez,"7,00 mill. €",Athletic,2024_25
Unai Núñez,"3,00 mill. €",Athletic,2024_25
Unai Egiluz,600 mil €,Athletic,2024_25
Aimar Duñabeitia,150 mil €,Athletic,2024_25
Ander Izagirre,50 mil €,Athletic,2024_25
Adama Boiro,"2,50 mill. €",Athletic,2024_25
Yuri Berchiche,"1,40 mill. €",Athletic,2024_25
Andoni Gorosabel,"5,00 mill. €",Athletic,2024_25
Iñigo Lekue,"2,00 mill. €",Athletic,2024_25
Óscar de Marcos,"1,50 mill. €",Athletic,2024_25
Mikel Vesga,"2,50 mill. €",Athletic,2024_25
