Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,2006-01-15,Real Zaragoza,Mallorca,3,1,H,2,0,H,13,9,5,5,18,23,2,4,1,2,0,0,1.72,3.4,5.0
SP1,2006-01-21,Real Madrid,Cádiz,3,1,H,0,0,D,10,15,5,4,26,18,8,9,4,1,0,0,1.25,5.0,13.0
SP1,2006-01-21,Real Zaragoza,Atlético,0,2,A,0,1,A,8,5,3,3,18,24,4,3,3,5,0,0,2.1,3.25,3.4
SP1,2006-01-22,Barcelona,Alavés,2,0,H,0,0,D,25,3,7,1,23,19,7,5,1,2,0,0,1.14,6.5,21.0
SP1,2006-01-22,Real Betis,Valencia,0,2,A,0,1,A,14,13,4,7,20,24,4,2,1,2,0,0,2.9,3.2,2.37
SP1,2006-01-22,Getafe,Espanyol,5,0,H,2,0,H,12,14,6,3,26,18,6,5,1,3,0,0,2.25,3.2,3.1
SP1,2006-01-22,RC Deportivo,Mallorca,2,2,D,2,0,H,14,10,2,3,21,29,4,2,3,3,0,0,1.44,4.0,7.5
SP1,2006-01-22,Málaga,Celta,0,2,A,0,0,D,15,14,3,5,26,14,6,7,2,1,0,0,2.5,3.2,2.75
SP1,2006-01-22,Racing,Sevilla,2,3,A,1,1,D,17,9,6,4,21,26,6,3,3,3,0,0,2.6,3.2,2.62
SP1,2006-01-22,R. Sociedad,Athletic,3,3,D,2,0,H,12,26,6,8,22,14,2,12,3,3,0,0,2.2,3.2,3.25
SP1,2006-01-22,Villarreal,Osasuna,2,1,H,0,1,A,12,9,5,1,14,28,7,3,4,3,0,0,1.8,3.4,4.33
SP1,2006-01-28,Athletic,Getafe,1,0,H,0,0,D,9,13,3,4,21,14,3,5,3,3,0,0,2.1,3.25,3.0
SP1,2006-01-28,Atlético,RC Deportivo,3,2,H,1,0,H,17,12,8,5,25,26,5,3,4,4,0,0,2.2,3.25,2.8
SP1,2006-01-28,Cádiz,Racing,1,1,D,0,0,D,6,6,1,2,19,17,3,6,4,4,0,0,2.2,3.25,2.8
SP1,2006-01-29,Alavés,R. Sociedad,3,1,H,1,0,H,12,20,6,7,15,18,2,6,2,1,0,0,2.37,3.2,2.62
SP1,2006-01-29,Celta,Real Madrid,1,2,A,1,1,D,21,11,6,5,18,21,5,4,3,3,0,0,3.5,3.25,1.9
SP1,2006-01-29,Espanyol,Málaga,3,1,H,3,1,H,14,18,7,3,17,21,9,5,1,3,0,0,1.9,3.25,3.5
SP1,2006-01-29,Mallorca,Barcelona,0,3,A,0,1,A,5,15,2,4,17,13,2,6,4,3,1,0,6.5,4.0,1.4
SP1,2006-01-29,Osasuna,Real Betis,0,2,A,0,1,A,17,10,3,3,11,26,4,2,1,1,0,0,1.8,3.25,4.0
SP1,2006-01-29,Sevilla,Villarreal,2,0,H,1,0,H,12,7,7,1,21,19,10,3,0,3,0,1,2.2,3.25,2.8
SP1,2006-01-29,Valencia,Real Zaragoza,2,2,D,0,1,A,19,11,6,5,15,19,8,2,3,4,0,1,1.53,3.75,5.0
SP1,2006-02-04,RC Deportivo,Valencia,0,1,A,0,1,A,10,10,4,5,21,16,4,1,3,5,0,0,2.6,3.25,2.6
SP1,2006-02-04,Málaga,Athletic,2,1,H,1,1,D,8,8,5,2,18,22,6,5,5,3,1,0,2.3,3.25,3.0
SP1,2006-02-04,Real Madrid,Espanyol,4,0,H,3,0,H,16,8,10,1,23,12,3,5,1,2,0,0,1.33,4.5,9.5
SP1,2006-02-05,Barcelona,Atlético,1,3,A,0,1,A,15,13,6,5,19,26,6,2,3,4,0,0,1.4,4.33,7.5
SP1,2006-02-05,Getafe,Alavés,2,2,D,1,1,D,18,6,7,3,16,16,19,2,1,2,0,0,1.8,3.3,4.5
SP1,2006-02-05,Racing,Celta,0,1,A,0,0,D,16,10,6,6,26,18,9,3,4,2,0,0,2.5,3.25,3.0
SP1,2006-02-05,Sevilla,Osasuna,0,1,A,0,0,D,10,8,3,2,21,22,5,3,6,6,1,0,1.8,3.3,4.5
SP1,2006-02-05,R. Sociedad,Mallorca,2,1,H,1,1,D,12,11,5,1,21,20,3,7,3,4,0,0,1.83,3.3,4.33
SP1,2006-02-05,Villarreal,Cádiz,1,1,D,0,1,A,14,12,7,4,21,20,6,3,4,1,1,0,1.53,3.6,6.5
SP1,2006-02-05,Real Zaragoza,Real Betis,4,3,H,4,1,H,13,15,6,5,24,23,5,6,4,3,1,1,2.0,3.2,3.75
SP1,2006-02-11,Athletic,Real Madrid,0,2,A,0,1,A,15,11,6,6,18,21,7,3,3,4,0,0,4.33,3.3,1.83
SP1,2006-02-11,Cádiz,Sevilla,0,4,A,0,1,A,12,12,1,5,17,25,4,8,1,2,0,0,2.75,3.2,2.5
SP1,2006-02-11,Osasuna,Real Zaragoza,1,1,D,1,1,D,17,5,4,1,20,10,5,4,2,1,0,0,2.0,3.2,3.75
SP1,2006-02-12,Alavés,Málaga,3,2,H,1,0,H,11,10,5,3,20,20,1,5,3,2,0,0,2.2,3.25,3.2
SP1,2006-02-12,Atlético,R. Sociedad,1,0,H,0,0,D,16,9,3,4,24,21,5,2,3,0,0,1,1.66,3.6,5.0
SP1,2006-02-12,Real Betis,RC Deportivo,0,1,A,0,0,D,16,14,3,3,21,21,6,1,2,4,0,0,2.4,3.25,2.8
SP1,2006-02-12,Celta,Villarreal,1,0,H,1,0,H,7,9,3,2,26,16,4,7,1,2,0,0,2.2,3.25,3.2
SP1,2006-02-12,Espanyol,Racing,0,2,A,0,0,D,5,11,0,3,17,17,8,11,1,1,0,0,2.1,3.25,3.4
SP1,2006-02-12,Mallorca,Getafe,1,1,D,0,0,D,4,13,1,3,27,23,4,2,4,2,0,0,2.3,3.25,3.0
SP1,2006-02-12,Valencia,Barcelona,1,0,H,1,0,H,9,18,4,5,19,21,1,5,3,4,0,0,2.9,3.2,2.37
SP1,2006-02-18,Barcelona,Real Betis,5,1,H,3,0,H,19,13,8,8,20,22,4,6,4,2,0,0,1.28,5.0,10.0
SP1,2006-02-18,Real Madrid,Alavés,3,0,H,2,0,H,12,12,6,3,22,29,3,0,2,3,0,0,1.22,5.5,13.0
SP1,2006-02-18,Sevilla,Celta,1,0,H,1,0,H,10,13,2,5,32,10,3,5,4,3,0,0,1.9,3.25,4.0
SP1,2006-02-18,Villarreal,Espanyol,4,0,H,3,0,H,11,10,8,3,15,17,3,5,3,6,0,0,1.72,3.3,5.0
SP1,2006-02-19,Cádiz,Osasuna,1,3,A,1,2,A,10,7,3,5,10,25,9,1,3,4,1,0,2.62,3.2,2.6
SP1,2006-02-19,Getafe,Atlético,0,3,A,0,1,A,18,14,9,6,24,17,11,2,4,2,0,0,2.62,3.2,2.6
SP1,2006-02-19,RC Deportivo,Real Zaragoza,1,1,D,0,1,A,11,8,4,4,18,15,4,1,3,3,1,0,2.0,3.2,3.75
SP1,2006-02-19,Málaga,Mallorca,0,2,A,0,0,D,12,16,4,5,25,28,5,4,2,7,0,1,2.0,3.2,3.75
SP1,2006-02-19,Racing,Athletic,0,1,A,0,0,D,13,8,3,2,20,27,8,6,3,6,1,0,2.1,3.25,3.4
SP1,2006-02-19,R. Sociedad,Valencia,1,2,A,1,0,H,12,12,4,4,13,14,8,4,2,2,0,0,3.5,3.2,2.1
SP1,2006-02-25,Atlético,Málaga,5,0,H,3,0,H,17,10,11,0,25,26,7,0,1,4,0,1,1.5,3.75,7.0
SP1,2006-02-25,Real Zaragoza,Barcelona,0,2,A,0,0,D,5,8,2,2,20,15,3,1,1,0,1,0,5.0,3.3,1.72
SP1,2006-02-26,Alavés,Racing,2,2,D,2,1,H,6,12,2,4,25,25,3,7,3,4,0,0,2.5,3.2,2.75
SP1,2006-02-26,Athletic,Villarreal,1,1,D,1,1,D,10,8,4,4,17,18,10,4,1,8,0,0,2.5,3.2,2.75
SP1,2006-02-26,Real Betis,R. Sociedad,2,0,H,1,0,H,17,7,6,2,21,26,7,3,1,3,0,0,1.9,3.25,4.0
SP1,2006-02-26,Celta,Cádiz,2,0,H,1,0,H,15,7,8,3,21,28,5,3,3,2,0,0,1.61,3.4,6.0
SP1,2006-02-26,Espanyol,Sevilla,5,0,H,1,0,H,15,12,9,2,16,21,5,7,1,1,0,1,2.62,3.2,2.6
SP1,2006-02-26,Mallorca,Real Madrid,2,1,H,0,1,A,15,7,4,3,23,24,4,2,4,3,0,0,6.0,3.8,1.53
SP1,2006-02-26,Osasuna,RC Deportivo,1,2,A,1,0,H,17,9,4,3,15,17,8,2,2,3,0,0,2.2,3.2,3.25
SP1,2006-02-26,Valencia,Getafe,1,1,D,0,0,D,15,8,7,4,15,20,14,1,0,5,0,1,1.36,4.33,9.0
SP1,2006-03-04,Barcelona,RC Deportivo,3,2,H,2,2,D,16,7,7,2,10,27,8,2,3,5,0,0,1.44,4.1,7.0
SP1,2006-03-04,Cádiz,Espanyol,2,0,H,0,0,D,9,17,3,6,24,24,6,5,3,1,0,0,2.4,3.2,2.87
SP1,2006-03-04,Real Madrid,Atlético,2,1,H,2,1,H,10,26,3,6,25,28,3,7,2,4,0,0,1.75,3.5,4.5
SP1,2006-03-04,Villarreal,Alavés,3,2,H,1,2,A,15,3,4,2,22,19,11,1,4,0,0,0,1.57,3.6,6.0
SP1,2006-03-05,Celta,Osasuna,2,0,H,1,0,H,9,14,5,0,16,16,5,5,1,4,0,1,2.1,3.25,3.4
SP1,2006-03-05,Getafe,Real Betis,1,0,H,1,0,H,17,10,4,2,11,18,8,3,1,4,0,0,2.2,3.25,3.2
SP1,2006-03-05,Málaga,Valencia,0,0,D,0,0,D,11,19,2,5,22,15,9,5,5,1,0,0,5.0,3.4,1.72
SP1,2006-03-05,Racing,Mallorca,0,0,D,0,0,D,9,13,3,0,21,23,5,6,3,1,0,0,2.0,3.3,3.6
SP1,2006-03-05,Sevilla,Athletic,2,1,H,1,1,D,13,10,4,3,11,24,8,6,1,5,1,0,1.75,3.5,4.5
SP1,2006-03-05,R. Sociedad,Real Zaragoza,1,3,A,1,0,H,8,18,1,8,16,18,4,3,2,2,0,0,2.4,3.2,2.87
SP1,2006-03-11,Espanyol,Celta,2,0,H,2,0,H,7,17,4,4,19,14,4,6,2,2,1,0,2.4,3.25,2.8
SP1,2006-03-11,RC Deportivo,R. Sociedad,0,1,A,0,0,D,18,9,4,1,20,16,5,5,4,3,0,0,1.57,3.6,6.0
SP1,2006-03-11,Valencia,Real Madrid,0,0,D,0,0,D,11,13,2,6,25,22,5,5,4,2,0,0,2.3,3.25,3.0
SP1,2006-03-12,Alavés,Sevilla,2,1,H,2,1,H,15,10,5,3,21,22,3,6,4,6,2,1,2.8,3.25,2.4
SP1,2006-03-12,Athletic,Cádiz,1,0,H,0,0,D,8,6,1,1,19,18,4,8,2,1,1,1,1.83,3.25,4.5
SP1,2006-03-12,Atlético,Racing,2,1,H,0,0,D,12,15,6,4,22,23,5,3,4,4,1,0,1.57,3.6,6.0
SP1,2006-03-12,Real Betis,Málaga,1,1,D,1,0,H,15,10,5,2,29,28,10,3,2,4,0,0,1.8,3.4,4.33
SP1,2006-03-12,Mallorca,Villarreal,1,1,D,1,1,D,8,6,2,1,16,24,3,2,2,4,0,0,2.75,3.2,2.5
SP1,2006-03-12,Osasuna,Barcelona,2,1,H,1,0,H,11,8,3,4,29,19,2,1,6,2,0,2,5.5,3.4,1.66
SP1,2006-03-12,Real Zaragoza,Getafe,1,2,A,1,1,D,13,14,5,6,14,15,9,5,3,2,1,0,1.8,3.3,4.5
SP1,2006-03-18,Getafe,RC Deportivo,1,2,A,0,1,A,19,8,4,5,18,25,9,4,4,6,1,0,2.4,3.2,2.87
SP1,2006-03-18,R. Sociedad,Barcelona,0,2,A,0,1,A,9,14,5,6,21,14,7,3,2,2,0,0,6.0,3.8,1.53
SP1,2006-03-18,Villarreal,Atlético,1,1,D,1,0,H,6,12,3,3,21,21,0,3,3,3,0,1,2.25,3.1,3.2
SP1,2006-03-19,Cádiz,Alavés,0,0,D,0,0,D,15,10,5,5,17,20,9,4,2,6,0,0,2.0,3.25,4.0
SP1,2006-03-19,Celta,Athletic,0,1,A,0,1,A,25,7,6,4,14,25,9,4,2,4,0,1,1.8,3.3,4.5
SP1,2006-03-19,Espanyol,Osasuna,2,4,A,1,3,A,5,15,3,8,23,19,3,0,5,5,0,0,2.2,3.2,3.25
SP1,2006-03-19,Málaga,Real Zaragoza,0,1,A,0,0,D,14,8,2,3,26,21,8,4,1,2,0,0,2.5,3.2,2.75
SP1,2006-03-19,Real Madrid,Real Betis,0,0,D,0,0,D,16,19,4,2,19,24,5,8,2,2,0,0,1.33,4.5,9.5
SP1,2006-03-19,Racing,Valencia,2,1,H,1,0,H,6,10,2,5,35,14,1,4,4,1,0,0,4.33,3.3,1.83
SP1,2006-03-19,Sevilla,Mallorca,1,1,D,1,0,H,19,9,7,4,14,18,6,1,3,3,0,0,1.66,3.4,5.5
SP1,2006-03-21,Barcelona,Getafe,3,1,H,1,1,D,15,9,4,4,17,18,10,6,1,2,0,0,1.25,5.0,13.0
SP1,2006-03-22,Alavés,Celta,1,0,H,0,0,D,18,10,6,2,19,18,3,2,2,1,0,0,2.37,3.2,2.9
SP1,2006-03-22,Athletic,Espanyol,1,1,D,0,1,A,13,11,5,2,22,22,2,2,6,4,0,0,2.0,3.2,3.75
SP1,2006-03-22,Real Betis,Racing,1,0,H,1,0,H,15,8,5,1,28,19,6,6,6,6,0,1,2.0,3.2,3.75
SP1,2006-03-22,RC Deportivo,Málaga,2,1,H,0,1,A,17,12,6,3,19,31,6,5,1,8,0,1,1.57,3.75,5.5
SP1,2006-03-22,Mallorca,Cádiz,1,0,H,1,0,H,16,6,9,1,16,28,7,5,4,5,0,0,1.83,3.3,4.33
SP1,2006-03-22,Osasuna,R. Sociedad,2,0,H,1,0,H,7,13,4,2,25,10,3,5,4,1,0,0,1.66,3.4,5.5
SP1,2006-03-22,Valencia,Villarreal,1,1,D,1,0,H,10,14,3,7,20,20,6,1,3,4,1,0,1.72,3.3,5.0
SP1,2006-03-22,Real Zaragoza,Real Madrid,1,1,D,0,0,D,14,10,4,4,25,14,8,4,2,3,0,0,3.4,3.25,2.1
SP1,2006-03-23,Atlético,Sevilla,0,1,A,0,1,A,13,10,6,6,13,13,6,5,3,3,3,0,2.0,3.2,3.75
SP1,2006-03-25,Athletic,Osasuna,1,0,H,0,0,D,11,7,2,2,17,20,3,4,2,4,1,1,2.4,3.2,2.87
SP1,2006-03-25,Málaga,Barcelona,0,0,D,0,0,D,13,23,5,10,32,20,6,5,2,0,0,0,7.5,4.33,1.4
SP1,2006-03-25,Villarreal,Real Betis,1,2,A,0,2,A,21,11,5,4,14,20,8,3,1,2,0,0,1.8,3.3,4.5
SP1,2006-03-26,Cádiz,Atlético,1,1,D,0,1,A,14,13,4,5,16,26,6,6,1,4,0,0,2.87,3.25,2.37
SP1,2006-03-26,Celta,Mallorca,2,0,H,2,0,H,14,12,6,4,21,16,3,12,1,1,0,0,1.72,3.3,5.0
SP1,2006-03-26,Espanyol,Alavés,0,0,D,0,0,D,7,11,2,2,24,20,14,3,3,3,0,0,1.83,3.3,4.33
SP1,2006-03-26,Getafe,R. Sociedad,2,1,H,1,1,D,10,9,3,3,17,26,3,5,2,4,0,1,1.9,3.25,4.0
SP1,2006-03-26,Real Madrid,RC Deportivo,4,0,H,2,0,H,21,14,8,0,14,18,4,5,2,2,0,0,1.61,3.4,6.0
SP1,2006-03-26,Racing,Real Zaragoza,0,0,D,0,0,D,11,16,2,7,19,18,5,5,1,2,0,0,2.4,3.2,2.87
SP1,2006-03-26,Sevilla,Valencia,1,0,H,0,0,D,16,8,5,1,18,15,8,5,0,4,0,1,2.4,3.0,3.0
SP1,2006-04-01,Barcelona,Real Madrid,1,1,D,1,1,D,35,3,11,1,21,18,12,0,2,6,0,1,1.83,3.3,4.33
SP1,2006-04-01,R. Sociedad,Málaga,3,0,H,1,0,H,17,6,9,3,18,24,5,4,2,5,0,2,1.8,3.3,4.5
SP1,2006-04-01,Real Zaragoza,Villarreal,0,1,A,0,1,A,29,2,9,1,14,21,12,1,3,4,0,0,2.0,3.2,3.75
SP1,2006-04-02,Alavés,Athletic,0,0,D,0,0,D,11,4,2,1,10,24,5,2,2,4,0,0,2.37,3.25,2.87
SP1,2006-04-02,Atlético,Celta,0,3,A,0,0,D,25,7,7,6,19,13,9,3,7,1,0,0,1.9,3.25,4.0
SP1,2006-04-02,Real Betis,Sevilla,2,1,H,2,1,H,12,11,6,3,28,19,1,3,5,2,0,0,2.5,3.0,2.87
SP1,2006-04-02,RC Deportivo,Racing,2,0,H,1,0,H,16,9,7,1,21,24,5,1,1,1,0,0,1.72,3.4,5.0
SP1,2006-04-02,Mallorca,Espanyol,0,0,D,0,0,D,10,11,2,2,21,23,7,4,2,1,0,0,2.1,3.25,3.4
SP1,2006-04-02,Osasuna,Getafe,0,4,A,0,2,A,26,12,4,5,15,21,2,5,1,6,0,0,1.66,3.4,5.5
SP1,2006-04-02,Valencia,Cádiz,5,3,H,3,1,H,13,9,6,5,16,27,5,5,1,3,0,0,1.4,4.0,9.0
SP1,2006-04-08,Cádiz,Real Betis,1,1,D,0,0,D,13,21,2,4,19,24,5,7,4,2,0,0,2.37,3.2,2.9
SP1,2006-04-08,Celta,Valencia,0,1,A,0,1,A,12,7,2,4,21,24,5,0,2,3,0,0,2.5,3.2,2.75
SP1,2006-04-08,Málaga,Getafe,1,2,A,0,1,A,13,17,5,6,23,17,3,6,3,1,1,0,2.4,3.25,2.8
SP1,2006-04-08,Real Madrid,R. Sociedad,1,1,D,1,0,H,13,17,6,8,16,15,6,5,3,3,1,0,1.33,4.5,9.5
SP1,2006-04-09,Alavés,Osasuna,1,2,A,0,1,A,20,8,7,4,16,24,4,5,3,3,0,1,2.6,3.0,2.75
SP1,2006-04-09,Athletic,Mallorca,1,1,D,1,1,D,10,12,4,1,17,17,6,5,2,2,0,0,1.9,3.25,4.0
SP1,2006-04-09,Espanyol,Atlético,1,1,D,0,0,D,15,13,4,1,17,24,5,1,5,3,0,0,2.37,3.2,2.9
SP1,2006-04-09,Racing,Barcelona,2,2,D,2,2,D,8,10,3,3,19,15,4,1,4,1,0,1,6.5,3.6,1.53
SP1,2006-04-09,Sevilla,Real Zaragoza,1,1,D,0,0,D,22,8,9,3,11,13,5,0,4,3,0,0,1.72,3.4,5.0
SP1,2006-04-09,Villarreal,RC Deportivo,1,1,D,0,0,D,11,18,5,3,17,21,7,3,2,2,0,0,2.1,3.25,3.4
SP1,2006-04-14,Barcelona,Villarreal,1,0,H,1,0,H,14,10,4,3,21,18,8,4,1,3,0,0,1.53,3.6,7.0
SP1,2006-04-15,RC Deportivo,Sevilla,0,0,D,0,0,D,15,15,5,4,19,21,6,8,4,2,0,0,2.1,3.25,3.4
SP1,2006-04-15,Mallorca,Alavés,0,0,D,0,0,D,17,9,2,2,21,34,7,0,1,1,0,0,2.0,3.3,3.5
SP1,2006-04-15,R. Sociedad,Racing,1,0,H,0,0,D,9,12,1,2,16,21,4,6,1,3,0,0,2.0,3.2,3.75
SP1,2006-04-16,Atlético,Athletic,1,0,H,0,0,D,10,10,1,2,17,20,3,6,2,2,0,0,1.83,3.25,4.5
SP1,2006-04-16,Real Betis,Celta,0,2,A,0,1,A,13,11,6,6,27,14,7,2,4,1,0,0,2.25,3.2,3.1
SP1,2006-04-16,Getafe,Real Madrid,1,1,D,0,0,D,24,14,9,5,15,20,9,6,1,4,0,0,4.0,3.3,1.9
SP1,2006-04-16,Osasuna,Málaga,1,1,D,1,0,H,11,10,3,4,22,21,4,4,1,2,0,1,1.44,4.0,7.5
SP1,2006-04-16,Valencia,Espanyol,4,0,H,1,0,H,17,10,7,6,14,11,10,5,1,4,0,1,1.44,4.0,7.5
SP1,2006-04-16,Real Zaragoza,Cádiz,1,2,A,1,1,D,16,8,8,4,16,29,4,2,2,3,0,0,1.8,3.3,4.5
SP1,2006-04-22,Alavés,Atlético,0,1,A,0,1,A,8,9,1,4,15,17,3,4,3,2,0,0,2.2,3.2,3.25
SP1,2006-04-22,Celta,Real Zaragoza,4,0,H,1,0,H,13,12,7,2,14,14,4,5,0,3,0,0,1.8,3.4,3.75
SP1,2006-04-22,Villarreal,R. Sociedad,0,2,A,0,2,A,10,9,4,2,17,17,7,1,2,3,0,0,1.83,3.25,3.75
SP1,2006-04-23,Athletic,Valencia,0,3,A,0,0,D,12,9,4,5,25,18,3,4,3,2,0,0,2.8,3.1,2.25
SP1,2006-04-23,Cádiz,RC Deportivo,1,1,D,0,1,A,10,11,3,4,20,23,8,6,4,5,0,2,2.62,3.2,2.37
SP1,2006-04-23,Espanyol,Real Betis,2,0,H,1,0,H,13,12,7,5,12,18,1,3,2,1,0,1,2.1,3.25,3.0
SP1,2006-04-23,Mallorca,Osasuna,0,1,A,0,0,D,12,9,4,2,16,20,9,4,3,2,0,0,2.5,3.2,2.5
SP1,2006-04-23,Real Madrid,Málaga,2,1,H,0,1,A,31,13,12,3,16,22,11,2,4,4,0,0,1.16,6.5,10.0
SP1,2006-04-23,Racing,Getafe,1,3,A,1,1,D,10,23,4,13,23,13,4,4,4,1,0,0,2.1,3.25,3.0
SP1,2006-04-29,Barcelona,Cádiz,1,0,H,1,0,H,14,7,4,4,15,19,2,4,1,3,0,0,1.2,5.5,17.0
SP1,2006-04-29,Real Betis,Athletic,1,1,D,1,0,H,10,10,2,5,19,14,4,10,2,2,0,0,2.1,3.2,3.5
SP1,2006-04-29,RC Deportivo,Celta,0,2,A,0,1,A,12,13,3,6,25,26,6,4,2,3,1,0,2.1,3.2,3.5
SP1,2006-04-30,Atlético,Mallorca,0,1,A,0,0,D,15,11,3,3,16,17,9,4,2,4,0,0,1.83,3.25,4.5
SP1,2006-04-30,Getafe,Villarreal,1,1,D,1,1,D,20,12,8,8,17,26,2,3,1,2,0,0,2.3,3.1,3.1
SP1,2006-04-30,Málaga,Racing,2,3,A,2,1,H,11,9,4,7,28,27,4,5,4,3,0,0,2.62,3.2,2.6
SP1,2006-04-30,Osasuna,Real Madrid,0,1,A,0,0,D,19,7,2,2,18,19,6,4,3,2,0,1,2.87,3.2,2.4
SP1,2006-04-30,R. Sociedad,Sevilla,1,2,A,0,0,D,6,13,0,5,26,18,3,3,3,2,2,0,2.4,3.2,2.87
SP1,2006-04-30,Valencia,Alavés,3,0,H,2,0,H,14,9,6,3,22,10,2,4,3,0,0,0,1.36,4.33,9.0
SP1,2006-04-30,Real Zaragoza,Espanyol,1,1,D,1,0,H,11,10,3,4,17,22,4,5,4,1,0,1,2.25,3.1,3.2
SP1,2006-05-03,Alavés,Real Betis,2,0,H,1,0,H,8,18,5,2,17,27,1,1,3,3,1,0,2.3,3.1,3.1
SP1,2006-05-03,Athletic,Real Zaragoza,1,0,H,0,0,D,10,12,2,4,17,11,0,3,2,2,0,0,1.72,3.4,5.0
SP1,2006-05-03,Atlético,Osasuna,0,1,A,0,1,A,19,10,5,5,20,21,11,2,2,3,1,1,2.37,3.25,2.87
SP1,2006-05-03,Cádiz,R. Sociedad,2,2,D,0,1,A,18,10,5,4,12,25,5,2,1,1,0,0,2.2,3.1,3.3
SP1,2006-05-03,Celta,Barcelona,0,1,A,0,0,D,13,14,1,5,17,17,7,2,3,3,0,0,2.87,3.25,2.37
SP1,2006-05-03,Espanyol,RC Deportivo,1,2,A,1,0,H,3,12,2,4,22,20,3,4,3,5,0,0,2.4,3.2,2.87
SP1,2006-05-03,Mallorca,Valencia,2,1,H,1,1,D,13,7,7,4,23,23,4,2,2,2,0,0,4.0,3.0,2.0
SP1,2006-05-03,Sevilla,Getafe,3,0,H,3,0,H,12,9,7,0,18,17,7,3,3,3,0,0,1.8,3.3,4.5
SP1,2006-05-03,Villarreal,Málaga,2,1,H,2,1,H,13,20,4,5,17,16,3,5,0,0,0,0,1.4,4.33,7.5
SP1,2006-05-04,Racing,Real Madrid,2,3,A,0,1,A,14,16,5,6,20,19,6,2,3,1,0,0,4.33,3.4,1.8
SP1,2006-05-06,Barcelona,Espanyol,2,0,H,1,0,H,15,19,5,9,14,24,8,7,0,1,0,0,1.57,3.6,6.0
SP1,2006-05-06,Málaga,Sevilla,0,2,A,0,1,A,14,19,3,8,19,20,5,8,2,0,0,0,5.0,3.4,1.72
SP1,2006-05-06,Valencia,Atlético,1,1,D,1,1,D,14,12,6,4,13,20,5,8,1,2,0,0,1.61,3.6,5.5
SP1,2006-05-07,Real Betis,Mallorca,2,1,H,2,0,H,7,8,3,2,19,15,3,4,3,2,0,0,1.9,3.1,4.33
SP1,2006-05-07,Getafe,Cádiz,3,1,H,0,1,A,6,7,3,3,21,15,2,3,3,0,0,0,1.83,3.5,4.0
SP1,2006-05-07,RC Deportivo,Athletic,1,2,A,1,0,H,15,10,6,3,18,14,5,7,3,1,0,0,1.9,3.25,4.0
SP1,2006-05-07,Real Madrid,Villarreal,3,3,D,1,2,A,26,14,11,6,25,13,11,5,4,5,1,0,1.53,3.75,6.0
SP1,2006-05-07,Racing,Osasuna,2,1,H,0,0,D,14,9,6,2,21,23,9,5,6,4,1,1,2.8,3.25,2.4
SP1,2006-05-07,R. Sociedad,Celta,2,2,D,2,1,H,15,5,7,3,13,18,2,5,3,1,0,0,2.4,3.25,2.8
SP1,2006-05-07,Real Zaragoza,Alavés,3,0,H,0,0,D,15,10,7,4,16,21,6,6,1,2,0,0,2.4,3.25,2.8
SP1,2006-05-13,Alavés,RC Deportivo,1,0,H,0,0,D,16,11,8,0,18,25,6,2,2,2,0,0,2.1,3.25,3.0
SP1,2006-05-13,Atlético,Real Betis,1,1,D,1,0,H,12,17,7,4,22,18,6,5,1,4,0,0,1.72,3.4,4.2
SP1,2006-05-13,Cádiz,Málaga,5,0,H,1,0,H,12,13,7,3,15,18,9,3,0,1,0,0,1.83,3.25,3.75
SP1,2006-05-13,Celta,Getafe,1,0,H,1,0,H,13,6,5,1,14,25,6,4,4,1,0,1,1.8,3.4,3.75
SP1,2006-05-13,Espanyol,R. Sociedad,1,0,H,0,0,D,22,9,4,3,19,20,7,5,1,3,0,0,1.44,4.0,6.0
SP1,2006-05-13,Mallorca,Real Zaragoza,3,1,H,1,1,D,20,12,10,5,15,10,4,4,2,1,0,0,2.1,3.25,3.0
SP1,2006-05-13,Sevilla,Barcelona,3,2,H,2,2,D,16,16,4,4,16,20,8,4,4,1,0,1,1.9,3.25,3.5
SP1,2006-05-13,Villarreal,Racing,2,0,H,1,0,H,12,13,6,6,14,18,7,8,1,2,0,0,1.53,3.6,5.5
SP1,2006-05-16,Osasuna,Valencia,2,1,H,0,0,D,17,13,7,7,18,12,3,6,1,2,0,0,2.7,3.2,2.5
SP1,2006-05-16,Sevilla,Real Madrid,4,3,H,4,2,H,20,18,9,8,16,15,8,4,4,4,0,0,2.5,3.4,2.6
SP1,2006-05-20,Athletic,Barcelona,3,1,H,0,1,A,15,13,6,4,16,9,5,1,0,1,0,0,2.3,3.25,3.0
SP1,2006-08-26,Valencia,Real Betis,2,1,H,1,0,H,14,8,4,5,18,26,5,6,3,3,0,0,1.57,3.6,6.0
SP1,2006-08-27,Athletic,R. Sociedad,1,1,D,1,0,H,7,10,2,4,19,23,4,2,2,4,0,0,2.0,3.2,3.75
SP1,2006-08-27,Espanyol,Gimnàstic Tarragona,0,1,A,0,0,D,20,18,6,7,25,27,6,7,2,3,0,0,1.72,3.4,5.0
SP1,2006-08-27,RC Deportivo,Real Zaragoza,3,2,H,2,1,H,14,13,6,6,22,19,1,6,4,4,0,1,2.0,3.2,3.75
SP1,2006-08-27,Osasuna,Getafe,0,2,A,0,0,D,15,7,7,2,26,22,6,1,5,4,0,0,1.83,3.3,4.33
